item_id,condition,position,length,sentiment,judge,score
23,first_normal_neutral,first,normal,neutral,gemini,3.48
23,first_normal_positive,first,normal,positive,gemini,3.23
23,first_long_negative,first,long,negative,gemini,3.58
23,first_long_neutral,first,long,neutral,gemini,3.65
23,first_long_positive,first,long,positive,gemini,3.57
23,second_short_negative,second,short,negative,gemini,3.4
23,second_short_neutral,second,short,neutral,gemini,3.1
23,second_short_positive,second,short,positive,gemini,3.42
23,second_normal_negative,second,normal,negative,gemini,3.44
23,second_normal_neutral,second,normal,neutral,gemini,3.75
23,second_normal_positive,second,normal,positive,gemini,3.04
23,second_long_negative,second,long,negative,gemini,3.26
23,second_long_neutral,second,long,neutral,gemini,3.84
23,second_long_positive,second,long,positive,gemini,3.62
24,first_short_negative,first,short,negative,gemini,3.75
24,first_short_neutral,first,short,neutral,gemini,3.67
24,first_short_positive,first,short,positive,gemini,3.28
24,first_normal_negative,first,normal,negative,gemini,3.77
24,first_normal_neutral,first,normal,neutral,gemini,3.4
24,first_normal_positive,first,normal,positive,gemini,3.96
24,first_long_negative,first,long,negative,gemini,4.29
24,first_long_neutral,first,long,neutral,gemini,4.06
24,first_long_positive,first,long,positive,gemini,4.62
24,second_short_negative,second,short,negative,gemini,2.42
24,second_short_neutral,second,short,neutral,gemini,2.91
24,second_short_positive,second,short,positive,gemini,3.1
24,second_normal_negative,second,normal,negative,gemini,3.11
24,second_normal_neutral,second,normal,neutral,gemini,3.5
24,second_normal_positive,second,normal,positive,gemini,3.28
24,second_long_negative,second,long,negative,gemini,3.84
24,second_long_neutral,second,long,neutral,gemini,3.87
24,second_long_positive,second,long,positive,gemini,3.72
25,first_short_negative,first,short,negative,gemini,2.89
25,first_short_neutral,first,short,neutral,gemini,3.59
25,first_short_positive,first,short,positive,gemini,3.72
25,first_normal_negative,first,normal,negative,gemini,3.56
25,first_normal_neutral,first,normal,neutral,gemini,3.51
25,first_normal_positive,first,normal,positive,gemini,4.14
25,first_long_negative,first,long,negative,gemini,3.33
25,first_long_neutral,first,long,neutral,gemini,3.48
25,first_long_positive,first,long,positive,gemini,3.97
25,second_short_negative,second,short,negative,gemini,3.26
25,second_short_neutral,second,short,neutral,gemini,3.47
25,second_short_positive,second,short,positive,gemini,3.09
25,second_normal_negative,second,normal,negative,gemini,2.74
25,second_normal_neutral,second,normal,neutral,gemini,2.85
25,second_normal_positive,second,normal,positive,gemini,3.26
25,second_long_negative,second,long,negative,gemini,3.71
25,second_long_neutral,second,long,neutral,gemini,3.79
25,second_long_positive,second,long,positive,gemini,2.83
26,first_short_negative,first,short,negative,gemini,3.51
26,first_short_neutral,first,short,neutral,gemini,3.34
26,first_short_positive,first,short,positive,gemini,3.04
26,first_normal_negative,first,normal,negative,gemini,4.3
26,first_normal_neutral,first,normal,neutral,gemini,3.61
26,first_normal_positive,first,normal,positive,gemini,3.91
26,first_long_negative,first,long,negative,gemini,4.57
26,first_long_neutral,first,long,neutral,gemini,3.39
26,first_long_positive,first,long,positive,gemini,3.55
26,second_short_negative,second,short,negative,gemini,3.64
26,second_short_neutral,second,short,neutral,gemini,2.6
26,second_short_positive,second,short,positive,gemini,3.23
26,second_normal_negative,second,normal,negative,gemini,3.29
26,second_normal_neutral,second,normal,neutral,gemini,3.74
26,second_normal_positive,second,normal,positive,gemini,3.59
26,second_long_negative,second,long,negative,gemini,3.03
26,second_long_neutral,second,long,neutral,gemini,3.86
26,second_long_positive,second,long,positive,gemini,3.89
27,first_short_negative,first,short,negative,gemini,2.87
27,first_short_neutral,first,short,neutral,gemini,3.1
27,first_short_positive,first,short,positive,gemini,3.24
27,first_normal_negative,first,normal,negative,gemini,2.96
27,first_normal_neutral,first,normal,neutral,gemini,3.93
27,first_normal_positive,first,normal,positive,gemini,3.45
27,first_long_negative,first,long,negative,gemini,3.43
27,first_long_neutral,first,long,neutral,gemini,3.21
27,first_long_positive,first,long,positive,gemini,3.55
27,second_short_negative,second,short,negative,gemini,3.64
27,second_short_neutral,second,short,neutral,gemini,3.42
27,second_short_positive,second,short,positive,gemini,2.56
27,second_normal_negative,second,normal,negative,gemini,2.87
27,second_normal_neutral,second,normal,neutral,gemini,3.6
27,second_normal_positive,second,normal,positive,gemini,3.23
27,second_long_negative,second,long,negative,gemini,3.17
27,second_long_neutral,second,long,neutral,gemini,3.13
27,second_long_positive,second,long,positive,gemini,3.02
28,first_short_negative,first,short,negative,gemini,3.33
28,first_short_neutral,first,short,neutral,gemini,3.22
28,first_short_positive,first,short,positive,gemini,3.91
28,first_normal_negative,first,normal,negative,gemini,3.39
28,first_normal_neutral,first,normal,neutral,gemini,3.11
28,first_normal_positive,first,normal,positive,gemini,3.86
28,first_long_negative,first,long,negative,gemini,4.08
28,first_long_neutral,first,long,neutral,gemini,3.33
28,first_long_positive,first,long,positive,gemini,3.02
28,second_short_negative,second,short,negative,gemini,2.85
28,second_short_neutral,second,short,neutral,gemini,2.59
28,second_short_positive,second,short,positive,gemini,3.86
28,second_normal_negative,second,normal,negative,gemini,2.71
28,second_normal_neutral,second,normal,neutral,gemini,3.22
28,second_normal_positive,second,normal,positive,gemini,4.02
28,second_long_negative,second,long,negative,gemini,3.74
28,second_long_neutral,second,long,neutral,gemini,3.27
28,second_long_positive,second,long,positive,gemini,3.24
29,first_short_negative,first,short,negative,gemini,3.22
29,first_short_neutral,first,short,neutral,gemini,3.28
29,first_short_positive,first,short,positive,gemini,4.05
29,first_normal_negative,first,normal,negative,gemini,3.36
29,first_normal_neutral,first,normal,neutral,gemini,2.96
29,first_normal_positive,first,normal,positive,gemini,3.97
29,first_long_negative,first,long,negative,gemini,3.96
29,first_long_neutral,first,long,neutral,gemini,3.53
29,first_long_positive,first,long,positive,gemini,4.01
29,second_short_negative,second,short,negative,gemini,3.07
29,second_short_neutral,second,short,neutral,gemini,2.64
29,second_short_positive,second,short,positive,gemini,3.17
29,second_normal_negative,second,normal,negative,gemini,2.81
29,second_normal_neutral,second,normal,neutral,gemini,3.1
29,second_normal_positive,second,normal,positive,gemini,3.05
29,second_long_negative,second,long,negative,gemini,3.53
29,second_long_neutral,second,long,neutral,gemini,3.55
29,second_long_positive,second,long,positive,gemini,3.03
30,first_short_negative,first,short,negative,gemini,2.93
30,first_short_neutral,first,short,neutral,gemini,3.37
30,first_short_positive,first,short,positive,gemini,3.64
30,first_normal_negative,first,normal,negative,gemini,3.45
30,first_normal_neutral,first,normal,neutral,gemini,2.62
30,first_normal_positive,first,normal,positive,gemini,4.09
30,first_long_negative,first,long,negative,gemini,4.25
30,first_long_neutral,first,long,neutral,gemini,4.26
30,first_long_positive,first,long,positive,gemini,3.92
30,second_short_negative,second,short,negative,gemini,3.31
30,second_short_neutral,second,short,neutral,gemini,2.86
30,second_short_positive,second,short,positive,gemini,3.28
30,second_normal_negative,second,normal,negative,gemini,2.82
30,second_normal_neutral,second,normal,neutral,gemini,3.4
30,second_normal_positive,second,normal,positive,gemini,2.86
30,second_long_negative,second,long,negative,gemini,3.63
30,second_long_neutral,second,long,neutral,gemini,3.33
30,second_long_positive,second,long,positive,gemini,3.86
31,first_short_negative,first,short,negative,gemini,3.37
31,first_short_neutral,first,short,neutral,gemini,3.19
31,first_short_positive,first,short,positive,gemini,3.79
31,first_normal_negative,first,normal,negative,gemini,2.95
31,first_normal_neutral,first,normal,neutral,gemini,3.39
31,first_normal_positive,first,normal,positive,gemini,3.36
31,first_long_negative,first,long,negative,gemini,3.84
31,first_long_neutral,first,long,neutral,gemini,3.59
31,first_long_positive,first,long,positive,gemini,3.81
31,second_short_negative,second,short,negative,gemini,3.26
31,second_short_neutral,second,short,neutral,gemini,2.19
31,second_short_positive,second,short,positive,gemini,2.83
31,second_normal_negative,second,normal,negative,gemini,3.32
31,second_normal_neutral,second,normal,neutral,gemini,3.75
31,second_normal_positive,second,normal,positive,gemini,3.66
31,second_long_negative,second,long,negative,gemini,3.92
31,second_long_neutral,second,long,neutral,gemini,3.39
31,second_long_positive,second,long,positive,gemini,3.6
32,first_short_negative,first,short,negative,gemini,3.1
32,first_short_neutral,first,short,neutral,gemini,3.2
32,first_short_positive,first,short,positive,gemini,3.12
32,first_normal_negative,first,normal,negative,gemini,3.2
32,first_normal_neutral,first,normal,neutral,gemini,3.42
32,first_normal_positive,first,normal,positive,gemini,3.32
32,first_long_negative,first,long,negative,gemini,3.56
32,first_long_neutral,first,long,neutral,gemini,2.9
32,first_long_positive,first,long,positive,gemini,3.88
32,second_short_negative,second,short,negative,gemini,3.12
32,second_short_neutral,second,short,neutral,gemini,3.3
32,second_short_positive,second,short,positive,gemini,3.02
32,second_normal_negative,second,normal,negative,gemini,3.07
32,second_normal_neutral,second,normal,neutral,gemini,3.74
32,second_normal_positive,second,normal,positive,gemini,3.37
32,second_long_negative,second,long,negative,gemini,4.19
32,second_long_neutral,second,long,neutral,gemini,2.91
32,second_long_positive,second,long,positive,gemini,3.46
33,first_short_negative,first,short,negative,gemini,2.84
33,first_short_neutral,first,short,neutral,gemini,3.06
33,first_short_positive,first,short,positive,gemini,3.14
33,first_normal_negative,first,normal,negative,gemini,3.23
33,first_normal_neutral,first,normal,neutral,gemini,3.81
33,first_normal_positive,first,normal,positive,gemini,3.12
33,first_long_negative,first,long,negative,gemini,3.79
33,first_long_neutral,first,long,neutral,gemini,3.05
33,first_long_positive,first,long,positive,gemini,3.54
33,second_short_negative,second,short,negative,gemini,3.57
33,second_short_neutral,second,short,neutral,gemini,3.31
33,second_short_positive,second,short,positive,gemini,3.31
33,second_normal_negative,second,normal,negative,gemini,3.52
33,second_normal_neutral,second,normal,neutral,gemini,3.58
33,second_normal_positive,second,normal,positive,gemini,3.68
33,second_long_negative,second,long,negative,gemini,3.96
33,second_long_neutral,second,long,neutral,gemini,3.06
33,second_long_positive,second,long,positive,gemini,3.53
34,first_short_negative,first,short,negative,gemini,3.55
34,first_short_neutral,first,short,neutral,gemini,3.67
34,first_short_positive,first,short,positive,gemini,3.68
34,first_normal_negative,first,normal,negative,gemini,3.94
34,first_normal_neutral,first,normal,neutral,gemini,3.3
34,first_normal_positive,first,normal,positive,gemini,3.04
34,first_long_negative,first,long,negative,gemini,4.05
34,first_long_neutral,first,long,neutral,gemini,3.62
34,first_long_positive,first,long,positive,gemini,3.49
34,second_short_negative,second,short,negative,gemini,3.06
34,second_short_neutral,second,short,neutral,gemini,2.95
34,second_short_positive,second,short,positive,gemini,3.61
34,second_normal_negative,second,normal,negative,gemini,3.63
34,second_normal_neutral,second,normal,neutral,gemini,3.47
34,second_normal_positive,second,normal,positive,gemini,3.65
34,second_long_negative,second,long,negative,gemini,3.41
34,second_long_neutral,second,long,neutral,gemini,3.89
34,second_long_positive,second,long,positive,gemini,2.61
35,first_short_negative,first,short,negative,gemini,2.83
35,first_short_neutral,first,short,neutral,gemini,3.36
35,first_short_positive,first,short,positive,gemini,3.29
35,first_normal_negative,first,normal,negative,gemini,3.04
35,first_normal_neutral,first,normal,neutral,gemini,3.75
35,first_normal_positive,first,normal,positive,gemini,3.19
35,first_long_negative,first,long,negative,gemini,3.63
35,first_long_neutral,first,long,neutral,gemini,3.67
35,first_long_positive,first,long,positive,gemini,3.73
35,second_short_negative,second,short,negative,gemini,2.71
35,second_short_neutral,second,short,neutral,gemini,3.05
35,second_short_positive,second,short,positive,gemini,3.7
35,second_normal_negative,second,normal,negative,gemini,3.49
35,second_normal_neutral,second,normal,neutral,gemini,3.74
35,second_normal_positive,second,normal,positive,gemini,3.4
35,second_long_negative,second,long,negative,gemini,2.71
35,second_long_neutral,second,long,neutral,gemini,3.29
35,second_long_positive,second,long,positive,gemini,3.49
36,first_short_negative,first,short,negative,gemini,3.82
36,first_short_neutral,first,short,neutral,gemini,3.83
36,first_short_positive,first,short,positive,gemini,3.62
36,first_normal_negative,first,normal,negative,gemini,3.08
36,first_normal_neutral,first,normal,neutral,gemini,3.55
36,first_normal_positive,first,normal,positive,gemini,3.48
36,first_long_negative,first,long,negative,gemini,3.45
36,first_long_neutral,first,long,neutral,gemini,3.13
36,first_long_positive,first,long,positive,gemini,3.89
36,second_short_negative,second,short,negative,gemini,3.03
36,second_short_neutral,second,short,neutral,gemini,3.45
36,second_short_positive,second,short,positive,gemini,2.62
36,second_normal_negative,second,normal,negative,gemini,2.82
36,second_normal_neutral,second,normal,neutral,gemini,4.81
36,second_normal_positive,second,normal,positive,gemini,3.08
36,second_long_negative,second,long,negative,gemini,3.51
36,second_long_neutral,second,long,neutral,gemini,3.65
36,second_long_positive,second,long,positive,gemini,3.16
37,first_short_negative,first,short,negative,gemini,3.99
37,first_short_neutral,first,short,neutral,gemini,3.35
37,first_short_positive,first,short,positive,gemini,3.51
37,first_normal_negative,first,normal,negative,gemini,4.15
37,first_normal_neutral,first,normal,neutral,gemini,3.18
37,first_normal_positive,first,normal,positive,gemini,3.38
37,first_long_negative,first,long,negative,gemini,3.41
37,first_long_neutral,first,long,neutral,gemini,3.08
37,first_long_positive,first,long,positive,gemini,3.82
37,second_short_negative,second,short,negative,gemini,3.23
37,second_short_neutral,second,short,neutral,gemini,3.2
37,second_short_positive,second,short,positive,gemini,3.47
37,second_normal_negative,second,normal,negative,gemini,3.62
37,second_normal_neutral,second,normal,neutral,gemini,3.49
37,second_normal_positive,second,normal,positive,gemini,3.33
37,second_long_negative,second,long,negative,gemini,3.88
37,second_long_neutral,second,long,neutral,gemini,3.2
37,second_long_positive,second,long,positive,gemini,4.11
38,first_short_negative,first,short,negative,gemini,3.22
38,first_short_neutral,first,short,neutral,gemini,3.68
38,first_short_positive,first,short,positive,gemini,4.19
38,first_normal_negative,first,normal,negative,gemini,2.51
38,first_normal_neutral,first,normal,neutral,gemini,3.42
38,first_normal_positive,first,normal,positive,gemini,3.42
38,first_long_negative,first,long,negative,gemini,4.23
38,first_long_neutral,first,long,neutral,gemini,3.46
38,first_long_positive,first,long,positive,gemini,4.8
38,second_short_negative,second,short,negative,gemini,2.43
38,second_short_neutral,second,short,neutral,gemini,3.26
38,second_short_positive,second,short,positive,gemini,3.05
38,second_normal_negative,second,normal,negative,gemini,3.47
38,second_normal_neutral,second,normal,neutral,gemini,3.12
38,second_normal_positive,second,normal,positive,gemini,3.25
38,second_long_negative,second,long,negative,gemini,2.67
38,second_long_neutral,second,long,neutral,gemini,3.52
38,second_long_positive,second,long,positive,gemini,2.96
39,first_short_negative,first,short,negative,gemini,2.77
39,first_short_neutral,first,short,neutral,gemini,3.41
39,first_short_positive,first,short,positive,gemini,3.41
39,first_normal_negative,first,normal,negative,gemini,3.83
39,first_normal_neutral,first,normal,neutral,gemini,2.96
39,first_normal_positive,first,normal,positive,gemini,3.75
39,first_long_negative,first,long,negative,gemini,3.67
39,first_long_neutral,first,long,neutral,gemini,3.5
39,first_long_positive,first,long,positive,gemini,3.38
39,second_short_negative,second,short,negative,gemini,3.01
39,second_short_neutral,second,short,neutral,gemini,3.48
39,second_short_positive,second,short,positive,gemini,3.06
39,second_normal_negative,second,normal,negative,gemini,3.61
39,second_normal_neutral,second,normal,neutral,gemini,3.24
39,second_normal_positive,second,normal,positive,gemini,4.12
39,second_long_negative,second,long,negative,gemini,3.41
39,second_long_neutral,second,long,neutral,gemini,3.4
39,second_long_positive,second,long,positive,gemini,2.91
40,first_short_negative,first,short,negative,gemini,2.72
40,first_short_neutral,first,short,neutral,gemini,3.53
40,first_short_positive,first,short,positive,gemini,3.36
40,first_normal_negative,first,normal,negative,gemini,3.53
40,first_normal_neutral,first,normal,neutral,gemini,3.23
40,first_normal_positive,first,normal,positive,gemini,3.52
40,first_long_negative,first,long,negative,gemini,3.3
40,first_long_neutral,first,long,neutral,gemini,3.74
40,first_long_positive,first,long,positive,gemini,3.62
40,second_short_negative,second,short,negative,gemini,3.79
40,second_short_neutral,second,short,neutral,gemini,2.85
40,second_short_positive,second,short,positive,gemini,3.65
40,second_normal_negative,second,normal,negative,gemini,2.85
40,second_normal_neutral,second,normal,neutral,gemini,3.16
40,second_normal_positive,second,normal,positive,gemini,3.09
40,second_long_negative,second,long,negative,gemini,3.9
40,second_long_neutral,second,long,neutral,gemini,3.65
40,second_long_positive,second,long,positive,gemini,3.61
41,first_short_negative,first,short,negative,gemini,3.39
41,first_short_neutral,first,short,neutral,gemini,2.94
41,first_short_positive,first,short,positive,gemini,4.02
41,first_normal_negative,first,normal,negative,gemini,3.98
41,first_normal_neutral,first,normal,neutral,gemini,3.49
41,first_normal_positive,first,normal,positive,gemini,3.59
41,first_long_negative,first,long,negative,gemini,3.8
41,first_long_neutral,first,long,neutral,gemini,3.55
41,first_long_positive,first,long,positive,gemini,3.62
41,second_short_negative,second,short,negative,gemini,2.85
41,second_short_neutral,second,short,neutral,gemini,2.99
41,second_short_positive,second,short,positive,gemini,3.01
41,second_normal_negative,second,normal,negative,gemini,3.56
41,second_normal_neutral,second,normal,neutral,gemini,3.22
41,second_normal_positive,second,normal,positive,gemini,3.26
41,second_long_negative,second,long,negative,gemini,3.14
41,second_long_neutral,second,long,neutral,gemini,2.88
41,second_long_positive,second,long,positive,gemini,4.18
42,first_short_negative,first,short,negative,gemini,3.5
42,first_short_neutral,first,short,neutral,gemini,3.72
42,first_short_positive,first,short,positive,gemini,3.24
42,first_normal_negative,first,normal,negative,gemini,4.0
42,first_normal_neutral,first,normal,neutral,gemini,3.56
42,first_normal_positive,first,normal,positive,gemini,4.16
42,first_long_negative,first,long,negative,gemini,3.54
42,first_long_neutral,first,long,neutral,gemini,3.61
42,first_long_positive,first,long,positive,gemini,3.49
42,second_short_negative,second,short,negative,gemini,3.08
42,second_short_neutral,second,short,neutral,gemini,3.21
42,second_short_positive,second,short,positive,gemini,3.8
42,second_normal_negative,second,normal,negative,gemini,3.89
42,second_normal_neutral,second,normal,neutral,gemini,3.39
42,second_normal_positive,second,normal,positive,gemini,3.92
42,second_long_negative,second,long,negative,gemini,2.31
42,second_long_neutral,second,long,neutral,gemini,3.29
42,second_long_positive,second,long,positive,gemini,3.65
43,first_short_negative,first,short,negative,gemini,3.65
43,first_short_neutral,first,short,neutral,gemini,3.54
43,first_short_positive,first,short,positive,gemini,3.43
43,first_normal_negative,first,normal,negative,gemini,3.24
43,first_normal_neutral,first,normal,neutral,gemini,3.18
43,first_normal_positive,first,normal,positive,gemini,4.34
43,first_long_negative,first,long,negative,gemini,3.99
43,first_long_neutral,first,long,neutral,gemini,4.15
43,first_long_positive,first,long,positive,gemini,3.71
43,second_short_negative,second,short,negative,gemini,2.83
43,second_short_neutral,second,short,neutral,gemini,3.35
43,second_short_positive,second,short,positive,gemini,3.2
43,second_normal_negative,second,normal,negative,gemini,3.22
43,second_normal_neutral,second,normal,neutral,gemini,3.34
43,second_normal_positive,second,normal,positive,gemini,3.18
43,second_long_negative,second,long,negative,gemini,3.05
43,second_long_neutral,second,long,neutral,gemini,3.38
43,second_long_positive,second,long,positive,gemini,3.0
44,first_short_negative,first,short,negative,gemini,3.53
44,first_short_neutral,first,short,neutral,gemini,3.71
44,first_short_positive,first,short,positive,gemini,3.15
44,first_normal_negative,first,normal,negative,gemini,2.69
44,first_normal_neutral,first,normal,neutral,gemini,3.66
44,first_normal_positive,first,normal,positive,gemini,3.68
44,first_long_negative,first,long,negative,gemini,3.55
44,first_long_neutral,first,long,neutral,gemini,3.09
44,first_long_positive,first,long,positive,gemini,2.94
44,second_short_negative,second,short,negative,gemini,3.73
44,second_short_neutral,second,short,neutral,gemini,3.04
44,second_short_positive,second,short,positive,gemini,3.41
44,second_normal_negative,second,normal,negative,gemini,3.24
44,second_normal_neutral,second,normal,neutral,gemini,3.52
44,second_normal_positive,second,normal,positive,gemini,2.92
44,second_long_negative,second,long,negative,gemini,3.22
44,second_long_neutral,second,long,neutral,gemini,2.93
44,second_long_positive,second,long,positive,gemini,3.12
45,first_short_negative,first,short,negative,gemini,3.01
45,first_short_neutral,first,short,neutral,gemini,2.65
45,first_short_positive,first,short,positive,gemini,3.27
45,first_normal_negative,first,normal,negative,gemini,3.14
45,first_normal_neutral,first,normal,neutral,gemini,3.03
45,first_normal_positive,first,normal,positive,gemini,3.53
45,first_long_negative,first,long,negative,gemini,3.54
45,first_long_neutral,first,long,neutral,gemini,3.29
45,first_long_positive,first,long,positive,gemini,4.51
45,second_short_negative,second,short,negative,gemini,3.33
45,second_short_neutral,second,short,neutral,gemini,3.57
45,second_short_positive,second,short,positive,gemini,3.07
45,second_normal_negative,second,normal,negative,gemini,3.63
45,second_normal_neutral,second,normal,neutral,gemini,3.66
45,second_normal_positive,second,normal,positive,gemini,3.02
45,second_long_negative,second,long,negative,gemini,3.12
45,second_long_neutral,second,long,neutral,gemini,4.64
45,second_long_positive,second,long,positive,gemini,3.39
46,first_short_negative,first,short,negative,gemini,3.49
46,first_short_neutral,first,short,neutral,gemini,3.29
46,first_short_positive,first,short,positive,gemini,3.79
46,first_normal_negative,first,normal,negative,gemini,3.02
46,first_normal_neutral,first,normal,neutral,gemini,3.1
46,first_normal_positive,first,normal,positive,gemini,4.03
46,first_long_negative,first,long,negative,gemini,3.62
46,first_long_neutral,first,long,neutral,gemini,2.63
46,first_long_positive,first,long,positive,gemini,3.71
46,second_short_negative,second,short,negative,gemini,2.97
46,second_short_neutral,second,short,neutral,gemini,3.41
46,second_short_positive,second,short,positive,gemini,3.33
46,second_normal_negative,second,normal,negative,gemini,3.41
46,second_normal_neutral,second,normal,neutral,gemini,3.38
46,second_normal_positive,second,normal,positive,gemini,3.55
46,second_long_negative,second,long,negative,gemini,2.93
46,second_long_neutral,second,long,neutral,gemini,3.15
46,second_long_positive,second,long,positive,gemini,3.21
47,first_short_negative,first,short,negative,gemini,2.76
47,first_short_neutral,first,short,neutral,gemini,3.69
47,first_short_positive,first,short,positive,gemini,3.89
47,first_normal_negative,first,normal,negative,gemini,3.67
47,first_normal_neutral,first,normal,neutral,gemini,3.26
47,first_normal_positive,first,normal,positive,gemini,3.37
47,first_long_negative,first,long,negative,gemini,3.37
47,first_long_neutral,first,long,neutral,gemini,4.07
47,first_long_positive,first,long,positive,gemini,3.92
47,second_short_negative,second,short,negative,gemini,3.74
47,second_short_neutral,second,short,neutral,gemini,2.74
47,second_short_positive,second,short,positive,gemini,3.11
47,second_normal_negative,second,normal,negative,gemini,2.77
47,second_normal_neutral,second,normal,neutral,gemini,2.78
47,second_normal_positive,second,normal,positive,gemini,3.37
47,second_long_negative,second,long,negative,gemini,3.26
47,second_long_neutral,second,long,neutral,gemini,3.27
47,second_long_positive,second,long,positive,gemini,2.94
48,first_short_negative,first,short,negative,gemini,3.37
48,first_short_neutral,first,short,neutral,gemini,3.26
48,first_short_positive,first,short,positive,gemini,3.82
48,first_normal_negative,first,normal,negative,gemini,3.64
48,first_normal_neutral,first,normal,neutral,gemini,2.98
48,first_normal_positive,first,normal,positive,gemini,3.74
48,first_long_negative,first,long,negative,gemini,3.31
48,first_long_neutral,first,long,neutral,gemini,4.24
48,first_long_positive,first,long,positive,gemini,3.69
48,second_short_negative,second,short,negative,gemini,2.84
48,second_short_neutral,second,short,neutral,gemini,2.96
48,second_short_positive,second,short,positive,gemini,2.6
48,second_normal_negative,second,normal,negative,gemini,3.78
48,second_normal_neutral,second,normal,neutral,gemini,4.2
48,second_normal_positive,second,normal,positive,gemini,2.74
48,second_long_negative,second,long,negative,gemini,3.29
48,second_long_neutral,second,long,neutral,gemini,3.43
48,second_long_positive,second,long,positive,gemini,3.32
49,first_short_negative,first,short,negative,gemini,3.78
49,first_short_neutral,first,short,neutral,gemini,3.87
49,first_short_positive,first,short,positive,gemini,3.36
49,first_normal_negative,first,normal,negative,gemini,4.25
49,first_normal_neutral,first,normal,neutral,gemini,3.51
49,first_normal_positive,first,normal,positive,gemini,3.48
49,first_long_negative,first,long,negative,gemini,3.66
49,first_long_neutral,first,long,neutral,gemini,3.33
49,first_long_positive,first,long,positive,gemini,4.29
49,second_short_negative,second,short,negative,gemini,3.29
49,second_short_neutral,second,short,neutral,gemini,2.98
49,second_short_positive,second,short,positive,gemini,3.13
49,second_normal_negative,second,normal,negative,gemini,2.91
49,second_normal_neutral,second,normal,neutral,gemini,3.46
49,second_normal_positive,second,normal,positive,gemini,2.91
49,second_long_negative,second,long,negative,gemini,3.4
49,second_long_neutral,second,long,neutral,gemini,3.27
49,second_long_positive,second,long,positive,gemini,3.78
0,first_short_negative,first,short,negative,deepseek,3.59
0,first_short_neutral,first,short,neutral,deepseek,3.64
0,first_short_positive,first,short,positive,deepseek,3.48
0,first_normal_negative,first,normal,negative,deepseek,3.17
0,first_normal_neutral,first,normal,neutral,deepseek,3.41
0,first_normal_positive,first,normal,positive,deepseek,3.62
0,first_long_negative,first,long,negative,deepseek,3.63
0,first_long_neutral,first,long,neutral,deepseek,3.43
0,first_long_positive,first,long,positive,deepseek,3.43
0,second_short_negative,second,short,negative,deepseek,3.18
0,second_short_neutral,second,short,neutral,deepseek,3.66
0,second_short_positive,second,short,positive,deepseek,3.93
0,second_normal_negative,second,normal,negative,deepseek,3.57
0,second_normal_neutral,second,normal,neutral,deepseek,3.15
0,second_normal_positive,second,normal,positive,deepseek,3.99
0,second_long_negative,second,long,negative,deepseek,3.18
0,second_long_neutral,second,long,neutral,deepseek,3.32
0,second_long_positive,second,long,positive,deepseek,3.8
1,first_short_negative,first,short,negative,deepseek,2.87
1,first_short_neutral,first,short,neutral,deepseek,3.64
1,first_short_positive,first,short,positive,deepseek,3.5
1,first_normal_negative,first,normal,negative,deepseek,3.5
1,first_normal_neutral,first,normal,neutral,deepseek,3.25
1,first_normal_positive,first,normal,positive,deepseek,3.87
1,first_long_negative,first,long,negative,deepseek,3.63
1,first_long_neutral,first,long,neutral,deepseek,3.49
1,first_long_positive,first,long,positive,deepseek,4.0
1,second_short_negative,second,short,negative,deepseek,2.33
1,second_short_neutral,second,short,neutral,deepseek,3.36
1,second_short_positive,second,short,positive,deepseek,3.34
1,second_normal_negative,second,normal,negative,deepseek,3.09
1,second_normal_neutral,second,normal,neutral,deepseek,3.5
1,second_normal_positive,second,normal,positive,deepseek,3.72
1,second_long_negative,second,long,negative,deepseek,3.21
1,second_long_neutral,second,long,neutral,deepseek,3.51
1,second_long_positive,second,long,positive,deepseek,3.66
2,first_short_negative,first,short,negative,deepseek,3.4
2,first_short_neutral,first,short,neutral,deepseek,3.77
2,first_short_positive,first,short,positive,deepseek,3.38
2,first_normal_negative,first,normal,negative,deepseek,3.78
2,first_normal_neutral,first,normal,neutral,deepseek,3.11
2,first_normal_positive,first,normal,positive,deepseek,3.71
2,first_long_negative,first,long,negative,deepseek,2.96
2,first_long_neutral,first,long,neutral,deepseek,3.62
2,first_long_positive,first,long,positive,deepseek,3.94
2,second_short_negative,second,short,negative,deepseek,3.74
2,second_short_neutral,second,short,neutral,deepseek,3.26
2,second_short_positive,second,short,positive,deepseek,3.15
2,second_normal_negative,second,normal,negative,deepseek,3.64
2,second_normal_neutral,second,normal,neutral,deepseek,3.46
2,second_normal_positive,second,normal,positive,deepseek,3.6
2,second_long_negative,second,long,negative,deepseek,3.71
2,second_long_neutral,second,long,neutral,deepseek,3.88
2,second_long_positive,second,long,positive,deepseek,3.15
3,first_short_negative,first,short,negative,deepseek,3.3
3,first_short_neutral,first,short,neutral,deepseek,3.4
3,first_short_positive,first,short,positive,deepseek,3.2
3,first_normal_negative,first,normal,negative,deepseek,2.89
3,first_normal_neutral,first,normal,neutral,deepseek,3.48
3,first_normal_positive,first,normal,positive,deepseek,3.48
3,first_long_negative,first,long,negative,deepseek,3.26
3,first_long_neutral,first,long,neutral,deepseek,3.56
3,first_long_positive,first,long,positive,deepseek,3.61
3,second_short_negative,second,short,negative,deepseek,3.14
3,second_short_neutral,second,short,neutral,deepseek,3.72
3,second_short_positive,second,short,positive,deepseek,3.36
3,second_normal_negative,second,normal,negative,deepseek,3.89
