judge,item_id,condition,position,length,sentiment,score,repeat_num,corrected_score,method
gemini,130,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,130,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,131,baseline,first,normal,neutral,4.0,1,3.9,consensus
gemini,131,short_response,first,short,neutral,4.0,1,3.9,consensus
gemini,131,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,131,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,131,negative_tone,first,normal,negative,4.0,1,3.9,consensus
gemini,131,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,131,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,131,best_biased,second,long,positive,4.0,1,3.9,consensus
gemini,132,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,132,short_response,first,short,neutral,4.0,1,3.8,consensus
gemini,132,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,132,positive_tone,first,normal,positive,3.0,1,3.1,consensus
gemini,132,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,132,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,132,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,132,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,133,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,133,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,133,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,133,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,133,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,133,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,133,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,133,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,134,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,134,short_response,first,short,neutral,4.0,1,3.8,consensus
gemini,134,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,134,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,134,negative_tone,first,normal,negative,4.0,1,3.8,consensus
gemini,134,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
gemini,134,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,134,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,135,baseline,first,normal,neutral,4.0,1,3.9,consensus
gemini,135,short_response,first,short,neutral,3.0,1,3.2,consensus
gemini,135,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,135,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,135,negative_tone,first,normal,negative,3.0,1,3.2,consensus
gemini,135,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,135,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,135,best_biased,second,long,positive,4.0,1,3.9,consensus
gemini,136,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,136,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,136,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,136,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,136,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,136,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,136,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,136,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,137,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,137,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,137,verbose_response,first,long,neutral,3.0,1,3.1,consensus
gemini,137,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,137,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,137,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,137,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,137,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,138,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,138,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,138,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,138,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,138,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,138,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,138,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,138,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,139,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,139,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,139,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,139,positive_tone,first,normal,positive,3.0,1,3.1,consensus
gemini,139,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,139,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,139,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,139,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,140,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,140,short_response,first,short,neutral,4.0,1,3.8,consensus
gemini,140,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,140,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,140,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,140,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
gemini,140,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,140,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,141,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,141,short_response,first,short,neutral,4.0,1,3.8,consensus
gemini,141,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,141,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,141,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,141,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,141,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,141,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,142,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,142,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,142,verbose_response,first,long,neutral,3.0,1,3.1,consensus
gemini,142,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,142,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,142,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
gemini,142,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,142,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,143,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,143,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,143,verbose_response,first,long,neutral,3.0,1,3.1,consensus
gemini,143,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,143,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,143,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,143,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,143,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,144,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,144,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,144,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,144,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,144,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,144,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,144,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,144,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,145,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,145,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,145,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,145,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,145,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,145,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,145,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,145,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,146,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,146,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,146,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,146,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,146,negative_tone,first,normal,negative,4.0,1,3.8,consensus
gemini,146,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,146,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,146,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,147,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,147,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,147,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,147,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,147,negative_tone,first,normal,negative,4.0,1,3.8,consensus
gemini,147,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,147,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,147,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,148,baseline,first,normal,neutral,3.0,1,3.2,consensus
gemini,148,short_response,first,short,neutral,4.0,1,3.9,consensus
gemini,148,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,148,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,148,negative_tone,first,normal,negative,3.0,1,3.2,consensus
gemini,148,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,148,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,148,best_biased,second,long,positive,4.0,1,3.9,consensus
gemini,149,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,149,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,149,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,149,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,149,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,149,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,149,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,149,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,150,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,150,short_response,first,short,neutral,4.0,1,3.8,consensus
gemini,150,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,150,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,150,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,150,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,150,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,150,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,151,baseline,first,normal,neutral,4.0,1,3.9,consensus
gemini,151,short_response,first,short,neutral,4.0,1,3.9,consensus
gemini,151,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,151,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,151,negative_tone,first,normal,negative,3.0,1,3.2,consensus
gemini,151,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,151,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,151,best_biased,second,long,positive,4.0,1,3.9,consensus
gemini,152,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,152,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,152,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,152,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,152,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,152,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,152,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,152,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,153,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,153,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,153,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,153,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,153,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,153,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,153,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,153,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,154,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,154,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,154,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,154,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,154,negative_tone,first,normal,negative,4.0,1,3.8,consensus
gemini,154,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,154,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,154,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,155,baseline,first,normal,neutral,3.0,1,3.2,consensus
gemini,155,short_response,first,short,neutral,3.0,1,3.2,consensus
gemini,155,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,155,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,155,negative_tone,first,normal,negative,3.0,1,3.2,consensus
gemini,155,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,155,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,155,best_biased,second,long,positive,4.0,1,3.9,consensus
gemini,156,baseline,first,normal,neutral,4.0,1,3.9,consensus
gemini,156,short_response,first,short,neutral,3.0,1,3.2,consensus
gemini,156,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,156,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,156,negative_tone,first,normal,negative,3.0,1,3.2,consensus
gemini,156,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,156,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,156,best_biased,second,long,positive,3.0,1,3.2,consensus
gemini,157,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,157,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,157,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,157,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,157,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,157,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
gemini,157,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,157,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,158,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,158,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,158,verbose_response,first,long,neutral,3.0,1,3.1,consensus
gemini,158,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,158,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,158,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
gemini,158,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,158,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,159,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,159,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,159,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,159,positive_tone,first,normal,positive,3.0,1,3.1,consensus
gemini,159,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,159,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,159,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,159,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,160,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,160,short_response,first,short,neutral,4.0,1,3.8,consensus
gemini,160,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,160,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,160,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,160,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,160,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,160,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,161,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,161,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,161,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,161,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,161,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,161,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,161,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,161,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,162,baseline,first,normal,neutral,4.0,1,3.9,consensus
gemini,162,short_response,first,short,neutral,4.0,1,3.9,consensus
gemini,162,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,162,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,162,negative_tone,first,normal,negative,3.0,1,3.2,consensus
gemini,162,disfavored_pos,second,normal,neutral,4.0,1,3.9,consensus
gemini,162,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,162,best_biased,second,long,positive,4.0,1,3.9,consensus
gemini,163,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,163,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,163,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,163,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,163,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,163,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,163,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,163,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,164,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,164,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,164,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,164,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,164,negative_tone,first,normal,negative,4.0,1,3.8,consensus
gemini,164,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,164,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,164,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,165,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,165,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,165,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,165,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,165,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,165,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
gemini,165,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,165,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,166,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,166,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,166,verbose_response,first,long,neutral,3.0,1,3.1,consensus
gemini,166,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,166,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,166,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,166,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,166,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,167,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,167,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,167,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,167,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,167,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,167,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,167,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,167,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,168,baseline,first,normal,neutral,4.0,1,3.9,consensus
gemini,168,short_response,first,short,neutral,3.0,1,3.2,consensus
gemini,168,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,168,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,168,negative_tone,first,normal,negative,3.0,1,3.2,consensus
gemini,168,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,168,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,168,best_biased,second,long,positive,3.0,1,3.2,consensus
gemini,169,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,169,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,169,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,169,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,169,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,169,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,169,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,169,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,170,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,170,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,170,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,170,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,170,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,170,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,170,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,170,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,171,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,171,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,171,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,171,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,171,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,171,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,171,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,171,best_biased,second,long,positive,3.0,1,3.1,consensus
gemini,172,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,172,short_response,first,short,neutral,4.0,1,3.8,consensus
gemini,172,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,172,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,172,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,172,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
gemini,172,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,172,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,173,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,173,short_response,first,short,neutral,4.0,1,3.8,consensus
gemini,173,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,173,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,173,negative_tone,first,normal,negative,4.0,1,3.8,consensus
gemini,173,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
gemini,173,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,173,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,174,baseline,first,normal,neutral,4.0,1,3.9,consensus
gemini,174,short_response,first,short,neutral,3.0,1,3.2,consensus
gemini,174,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,174,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,174,negative_tone,first,normal,negative,3.0,1,3.2,consensus
gemini,174,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,174,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,174,best_biased,second,long,positive,4.0,1,3.9,consensus
gemini,175,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,175,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,175,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,175,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,175,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,175,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,175,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,175,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,176,baseline,first,normal,neutral,3.0,1,3.2,consensus
gemini,176,short_response,first,short,neutral,3.0,1,3.2,consensus
gemini,176,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,176,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,176,negative_tone,first,normal,negative,4.0,1,3.9,consensus
gemini,176,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,176,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,176,best_biased,second,long,positive,3.0,1,3.2,consensus
gemini,177,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,177,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,177,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,177,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,177,negative_tone,first,normal,negative,3.0,1,3.1,consensus
gemini,177,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,177,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,177,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,178,baseline,first,normal,neutral,4.0,1,3.9,consensus
gemini,178,short_response,first,short,neutral,3.0,1,3.2,consensus
gemini,178,verbose_response,first,long,neutral,4.0,1,3.9,consensus
gemini,178,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,178,negative_tone,first,normal,negative,3.0,1,3.2,consensus
gemini,178,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,178,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,178,best_biased,second,long,positive,4.0,1,3.9,consensus
gemini,179,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,179,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,179,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,179,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,179,negative_tone,first,normal,negative,4.0,1,3.8,consensus
gemini,179,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
gemini,179,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,179,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,180,baseline,first,normal,neutral,4.0,1,3.9,consensus
gemini,180,short_response,first,short,neutral,4.0,1,3.9,consensus
gemini,180,verbose_response,first,long,neutral,3.0,1,3.2,consensus
gemini,180,positive_tone,first,normal,positive,4.0,1,3.9,consensus
gemini,180,negative_tone,first,normal,negative,4.0,1,3.9,consensus
gemini,180,disfavored_pos,second,normal,neutral,3.0,1,3.2,consensus
gemini,180,worst_case,second,short,negative,3.0,1,3.2,consensus
gemini,180,best_biased,second,long,positive,4.0,1,3.9,consensus
gemini,181,baseline,first,normal,neutral,4.0,1,3.8,consensus
gemini,181,short_response,first,short,neutral,4.0,1,3.8,consensus
gemini,181,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,181,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,181,negative_tone,first,normal,negative,4.0,1,3.8,consensus
gemini,181,disfavored_pos,second,normal,neutral,4.0,1,3.8,consensus
gemini,181,worst_case,second,short,negative,3.0,1,3.1,consensus
gemini,181,best_biased,second,long,positive,4.0,1,3.8,consensus
gemini,182,baseline,first,normal,neutral,3.0,1,3.1,consensus
gemini,182,short_response,first,short,neutral,3.0,1,3.1,consensus
gemini,182,verbose_response,first,long,neutral,4.0,1,3.8,consensus
gemini,182,positive_tone,first,normal,positive,4.0,1,3.8,consensus
gemini,182,negative_tone,first,normal,negative,4.0,1,3.8,consensus
gemini,182,disfavored_pos,second,normal,neutral,3.0,1,3.1,consensus
