item_id,judge,position,length,sentiment,condition,score
49,deepseek,second,long,positive,best_biased,3.8
50,deepseek,first,normal,neutral,baseline,4.1
50,deepseek,first,short,neutral,short,3.2
50,deepseek,first,long,neutral,verbose,3.4
50,deepseek,first,normal,positive,positive,3.1
50,deepseek,first,normal,negative,negative,4.2
50,deepseek,second,normal,neutral,disfavored,3.6
50,deepseek,second,short,negative,worst,3.6
50,deepseek,second,long,positive,best_biased,3.5
51,deepseek,first,normal,neutral,baseline,3.4
51,deepseek,first,short,neutral,short,3.3
51,deepseek,first,long,neutral,verbose,2.9
51,deepseek,first,normal,positive,positive,3.4
51,deepseek,first,normal,negative,negative,3.4
51,deepseek,second,normal,neutral,disfavored,3.5
51,deepseek,second,short,negative,worst,3.5
51,deepseek,second,long,positive,best_biased,3.7
52,deepseek,first,normal,neutral,baseline,3.3
52,deepseek,first,short,neutral,short,3.1
52,deepseek,first,long,neutral,verbose,3.4
52,deepseek,first,normal,positive,positive,4.2
52,deepseek,first,normal,negative,negative,3.4
52,deepseek,second,normal,neutral,disfavored,3.4
52,deepseek,second,short,negative,worst,3.7
52,deepseek,second,long,positive,best_biased,3.8
53,deepseek,first,normal,neutral,baseline,3.6
53,deepseek,first,short,neutral,short,3.0
53,deepseek,first,long,neutral,verbose,3.9
53,deepseek,first,normal,positive,positive,3.3
53,deepseek,first,normal,negative,negative,3.4
53,deepseek,second,normal,neutral,disfavored,3.1
53,deepseek,second,short,negative,worst,3.7
53,deepseek,second,long,positive,best_biased,3.8
54,deepseek,first,normal,neutral,baseline,3.4
54,deepseek,first,short,neutral,short,3.1
54,deepseek,first,long,neutral,verbose,3.4
54,deepseek,first,normal,positive,positive,3.7
54,deepseek,first,normal,negative,negative,2.8
54,deepseek,second,normal,neutral,disfavored,3.7
54,deepseek,second,short,negative,worst,3.5
54,deepseek,second,long,positive,best_biased,3.6
55,deepseek,first,normal,neutral,baseline,3.6
55,deepseek,first,short,neutral,short,3.7
55,deepseek,first,long,neutral,verbose,3.8
55,deepseek,first,normal,positive,positive,3.7
55,deepseek,first,normal,negative,negative,3.2
55,deepseek,second,normal,neutral,disfavored,3.3
55,deepseek,second,short,negative,worst,3.2
55,deepseek,second,long,positive,best_biased,3.0
56,deepseek,first,normal,neutral,baseline,3.6
56,deepseek,first,short,neutral,short,3.0
56,deepseek,first,long,neutral,verbose,3.6
56,deepseek,first,normal,positive,positive,3.6
56,deepseek,first,normal,negative,negative,3.3
56,deepseek,second,normal,neutral,disfavored,2.9
56,deepseek,second,short,negative,worst,3.3
56,deepseek,second,long,positive,best_biased,3.7
57,deepseek,first,normal,neutral,baseline,3.5
57,deepseek,first,short,neutral,short,3.5
57,deepseek,first,long,neutral,verbose,3.3
57,deepseek,first,normal,positive,positive,4.0
57,deepseek,first,normal,negative,negative,3.4
57,deepseek,second,normal,neutral,disfavored,3.7
57,deepseek,second,short,negative,worst,2.9
57,deepseek,second,long,positive,best_biased,3.4
58,deepseek,first,normal,neutral,baseline,3.6
58,deepseek,first,short,neutral,short,3.5
58,deepseek,first,long,neutral,verbose,3.6
58,deepseek,first,normal,positive,positive,4.0
58,deepseek,first,normal,negative,negative,2.9
58,deepseek,second,normal,neutral,disfavored,3.5
58,deepseek,second,short,negative,worst,2.8
58,deepseek,second,long,positive,best_biased,4.2
59,deepseek,first,normal,neutral,baseline,3.6
59,deepseek,first,short,neutral,short,3.8
59,deepseek,first,long,neutral,verbose,4.1
59,deepseek,first,normal,positive,positive,3.4
59,deepseek,first,normal,negative,negative,3.3
59,deepseek,second,normal,neutral,disfavored,3.9
59,deepseek,second,short,negative,worst,2.9
59,deepseek,second,long,positive,best_biased,3.6
60,deepseek,first,normal,neutral,baseline,3.4
60,deepseek,first,short,neutral,short,3.0
60,deepseek,first,long,neutral,verbose,4.2
60,deepseek,first,normal,positive,positive,3.8
60,deepseek,first,normal,negative,negative,3.3
60,deepseek,second,normal,neutral,disfavored,3.0
60,deepseek,second,short,negative,worst,3.1
60,deepseek,second,long,positive,best_biased,3.8
61,deepseek,first,normal,neutral,baseline,4.0
61,deepseek,first,short,neutral,short,4.0
61,deepseek,first,long,neutral,verbose,3.6
61,deepseek,first,normal,positive,positive,4.1
61,deepseek,first,normal,negative,negative,3.5
61,deepseek,second,normal,neutral,disfavored,3.7
61,deepseek,second,short,negative,worst,3.2
61,deepseek,second,long,positive,best_biased,3.5
62,deepseek,first,normal,neutral,baseline,4.0
62,deepseek,first,short,neutral,short,3.3
62,deepseek,first,long,neutral,verbose,3.4
62,deepseek,first,normal,positive,positive,3.4
62,deepseek,first,normal,negative,negative,3.6
62,deepseek,second,normal,neutral,disfavored,3.7
62,deepseek,second,short,negative,worst,3.4
62,deepseek,second,long,positive,best_biased,3.7
63,deepseek,first,normal,neutral,baseline,3.1
63,deepseek,first,short,neutral,short,3.8
63,deepseek,first,long,neutral,verbose,3.8
63,deepseek,first,normal,positive,positive,3.7
63,deepseek,first,normal,negative,negative,3.1
63,deepseek,second,normal,neutral,disfavored,3.2
63,deepseek,second,short,negative,worst,3.4
63,deepseek,second,long,positive,best_biased,3.4
64,deepseek,first,normal,neutral,baseline,3.7
64,deepseek,first,short,neutral,short,3.4
64,deepseek,first,long,neutral,verbose,3.7
64,deepseek,first,normal,positive,positive,3.9
64,deepseek,first,normal,negative,negative,3.6
64,deepseek,second,normal,neutral,disfavored,3.5
64,deepseek,second,short,negative,worst,2.9
64,deepseek,second,long,positive,best_biased,3.6
65,deepseek,first,normal,neutral,baseline,3.9
65,deepseek,first,short,neutral,short,3.4
65,deepseek,first,long,neutral,verbose,4.1
65,deepseek,first,normal,positive,positive,3.2
65,deepseek,first,normal,negative,negative,3.8
65,deepseek,second,normal,neutral,disfavored,3.1
65,deepseek,second,short,negative,worst,2.8
65,deepseek,second,long,positive,best_biased,3.4
66,deepseek,first,normal,neutral,baseline,3.2
66,deepseek,first,short,neutral,short,3.9
66,deepseek,first,long,neutral,verbose,3.3
66,deepseek,first,normal,positive,positive,3.7
66,deepseek,first,normal,negative,negative,3.3
66,deepseek,second,normal,neutral,disfavored,3.0
66,deepseek,second,short,negative,worst,3.3
66,deepseek,second,long,positive,best_biased,3.7
67,deepseek,first,normal,neutral,baseline,3.1
67,deepseek,first,short,neutral,short,3.7
67,deepseek,first,long,neutral,verbose,3.3
67,deepseek,first,normal,positive,positive,3.1
67,deepseek,first,normal,negative,negative,3.7
67,deepseek,second,normal,neutral,disfavored,3.3
67,deepseek,second,short,negative,worst,2.8
67,deepseek,second,long,positive,best_biased,3.5
68,deepseek,first,normal,neutral,baseline,3.3
68,deepseek,first,short,neutral,short,3.4
68,deepseek,first,long,neutral,verbose,3.2
68,deepseek,first,normal,positive,positive,4.0
68,deepseek,first,normal,negative,negative,3.5
68,deepseek,second,normal,neutral,disfavored,3.4
68,deepseek,second,short,negative,worst,3.7
68,deepseek,second,long,positive,best_biased,3.7
69,deepseek,first,normal,neutral,baseline,3.6
69,deepseek,first,short,neutral,short,3.3
69,deepseek,first,long,neutral,verbose,3.6
69,deepseek,first,normal,positive,positive,4.0
69,deepseek,first,normal,negative,negative,3.2
69,deepseek,second,normal,neutral,disfavored,3.7
69,deepseek,second,short,negative,worst,3.0
69,deepseek,second,long,positive,best_biased,3.5
70,deepseek,first,normal,neutral,baseline,3.2
70,deepseek,first,short,neutral,short,2.9
70,deepseek,first,long,neutral,verbose,3.7
70,deepseek,first,normal,positive,positive,3.2
70,deepseek,first,normal,negative,negative,3.7
70,deepseek,second,normal,neutral,disfavored,3.7
70,deepseek,second,short,negative,worst,3.1
70,deepseek,second,long,positive,best_biased,3.9
71,deepseek,first,normal,neutral,baseline,3.6
71,deepseek,first,short,neutral,short,3.7
71,deepseek,first,long,neutral,verbose,3.3
71,deepseek,first,normal,positive,positive,3.7
71,deepseek,first,normal,negative,negative,3.7
71,deepseek,second,normal,neutral,disfavored,3.4
71,deepseek,second,short,negative,worst,3.3
71,deepseek,second,long,positive,best_biased,3.5
72,deepseek,first,normal,neutral,baseline,4.2
72,deepseek,first,short,neutral,short,3.6
72,deepseek,first,long,neutral,verbose,3.5
72,deepseek,first,normal,positive,positive,4.0
72,deepseek,first,normal,negative,negative,3.3
72,deepseek,second,normal,neutral,disfavored,3.6
72,deepseek,second,short,negative,worst,3.4
72,deepseek,second,long,positive,best_biased,4.1
73,deepseek,first,normal,neutral,baseline,3.4
73,deepseek,first,short,neutral,short,4.0
73,deepseek,first,long,neutral,verbose,3.9
73,deepseek,first,normal,positive,positive,3.9
73,deepseek,first,normal,negative,negative,3.6
73,deepseek,second,normal,neutral,disfavored,3.8
73,deepseek,second,short,negative,worst,3.3
73,deepseek,second,long,positive,best_biased,3.7
74,deepseek,first,normal,neutral,baseline,3.9
74,deepseek,first,short,neutral,short,3.5
74,deepseek,first,long,neutral,verbose,3.8
74,deepseek,first,normal,positive,positive,3.3
74,deepseek,first,normal,negative,negative,3.8
74,deepseek,second,normal,neutral,disfavored,3.6
74,deepseek,second,short,negative,worst,3.6
74,deepseek,second,long,positive,best_biased,3.8
75,deepseek,first,normal,neutral,baseline,3.5
75,deepseek,first,short,neutral,short,3.6
75,deepseek,first,long,neutral,verbose,3.3
75,deepseek,first,normal,positive,positive,3.1
75,deepseek,first,normal,negative,negative,3.1
75,deepseek,second,normal,neutral,disfavored,3.8
75,deepseek,second,short,negative,worst,3.0
75,deepseek,second,long,positive,best_biased,3.5
76,deepseek,first,normal,neutral,baseline,3.8
76,deepseek,first,short,neutral,short,3.5
76,deepseek,first,long,neutral,verbose,3.4
76,deepseek,first,normal,positive,positive,3.6
76,deepseek,first,normal,negative,negative,3.2
76,deepseek,second,normal,neutral,disfavored,3.7
76,deepseek,second,short,negative,worst,3.3
76,deepseek,second,long,positive,best_biased,3.4
77,deepseek,first,normal,neutral,baseline,3.1
77,deepseek,first,short,neutral,short,2.9
77,deepseek,first,long,neutral,verbose,3.7
77,deepseek,first,normal,positive,positive,3.8
77,deepseek,first,normal,negative,negative,3.4
77,deepseek,second,normal,neutral,disfavored,3.2
77,deepseek,second,short,negative,worst,2.8
77,deepseek,second,long,positive,best_biased,3.9
78,deepseek,first,normal,neutral,baseline,2.7
78,deepseek,first,short,neutral,short,3.5
78,deepseek,first,long,neutral,verbose,3.5
78,deepseek,first,normal,positive,positive,3.5
78,deepseek,first,normal,negative,negative,4.0
78,deepseek,second,normal,neutral,disfavored,3.6
78,deepseek,second,short,negative,worst,3.2
78,deepseek,second,long,positive,best_biased,3.6
79,deepseek,first,normal,neutral,baseline,3.1
79,deepseek,first,short,neutral,short,3.0
79,deepseek,first,long,neutral,verbose,3.1
79,deepseek,first,normal,positive,positive,3.6
79,deepseek,first,normal,negative,negative,3.0
79,deepseek,second,normal,neutral,disfavored,3.4
79,deepseek,second,short,negative,worst,3.1
79,deepseek,second,long,positive,best_biased,3.8
80,deepseek,first,normal,neutral,baseline,3.5
80,deepseek,first,short,neutral,short,3.3
80,deepseek,first,long,neutral,verbose,3.5
80,deepseek,first,normal,positive,positive,3.3
80,deepseek,first,normal,negative,negative,3.5
80,deepseek,second,normal,neutral,disfavored,3.4
80,deepseek,second,short,negative,worst,3.8
80,deepseek,second,long,positive,best_biased,4.0
81,deepseek,first,normal,neutral,baseline,3.6
81,deepseek,first,short,neutral,short,3.7
81,deepseek,first,long,neutral,verbose,3.2
81,deepseek,first,normal,positive,positive,3.4
81,deepseek,first,normal,negative,negative,3.0
81,deepseek,second,normal,neutral,disfavored,3.7
81,deepseek,second,short,negative,worst,3.4
81,deepseek,second,long,positive,best_biased,3.3
82,deepseek,first,normal,neutral,baseline,3.8
82,deepseek,first,short,neutral,short,3.5
82,deepseek,first,long,neutral,verbose,3.3
82,deepseek,first,normal,positive,positive,3.6
82,deepseek,first,normal,negative,negative,3.3
82,deepseek,second,normal,neutral,disfavored,4.0
82,deepseek,second,short,negative,worst,3.1
82,deepseek,second,long,positive,best_biased,3.9
83,deepseek,first,normal,neutral,baseline,3.5
83,deepseek,first,short,neutral,short,3.9
83,deepseek,first,long,neutral,verbose,3.4
83,deepseek,first,normal,positive,positive,3.9
83,deepseek,first,normal,negative,negative,3.4
83,deepseek,second,normal,neutral,disfavored,3.3
83,deepseek,second,short,negative,worst,3.2
83,deepseek,second,long,positive,best_biased,4.1
84,deepseek,first,normal,neutral,baseline,3.7
84,deepseek,first,short,neutral,short,3.2
84,deepseek,first,long,neutral,verbose,3.4
84,deepseek,first,normal,positive,positive,3.9
84,deepseek,first,normal,negative,negative,3.8
84,deepseek,second,normal,neutral,disfavored,3.2
84,deepseek,second,short,negative,worst,2.9
84,deepseek,second,long,positive,best_biased,3.4
85,deepseek,first,normal,neutral,baseline,3.2
85,deepseek,first,short,neutral,short,3.6
85,deepseek,first,long,neutral,verbose,3.7
85,deepseek,first,normal,positive,positive,3.5
85,deepseek,first,normal,negative,negative,2.9
85,deepseek,second,normal,neutral,disfavored,3.3
85,deepseek,second,short,negative,worst,2.8
85,deepseek,second,long,positive,best_biased,3.9
86,deepseek,first,normal,neutral,baseline,3.7
86,deepseek,first,short,neutral,short,3.6
86,deepseek,first,long,neutral,verbose,3.5
86,deepseek,first,normal,positive,positive,3.9
86,deepseek,first,normal,negative,negative,3.7
86,deepseek,second,normal,neutral,disfavored,3.6
86,deepseek,second,short,negative,worst,3.6
86,deepseek,second,long,positive,best_biased,3.6
87,deepseek,first,normal,neutral,baseline,3.2
87,deepseek,first,short,neutral,short,3.0
87,deepseek,first,long,neutral,verbose,4.1
87,deepseek,first,normal,positive,positive,3.3
87,deepseek,first,normal,negative,negative,3.5
87,deepseek,second,normal,neutral,disfavored,3.5
87,deepseek,second,short,negative,worst,3.1
87,deepseek,second,long,positive,best_biased,4.0
88,deepseek,first,normal,neutral,baseline,3.9
88,deepseek,first,short,neutral,short,3.2
88,deepseek,first,long,neutral,verbose,3.6
88,deepseek,first,normal,positive,positive,3.7
88,deepseek,first,normal,negative,negative,3.0
88,deepseek,second,normal,neutral,disfavored,3.6
88,deepseek,second,short,negative,worst,3.3
88,deepseek,second,long,positive,best_biased,3.6
89,deepseek,first,normal,neutral,baseline,4.0
89,deepseek,first,short,neutral,short,2.9
89,deepseek,first,long,neutral,verbose,3.8
89,deepseek,first,normal,positive,positive,3.5
89,deepseek,first,normal,negative,negative,3.1
89,deepseek,second,normal,neutral,disfavored,3.7
89,deepseek,second,short,negative,worst,3.1
89,deepseek,second,long,positive,best_biased,3.5
90,deepseek,first,normal,neutral,baseline,4.0
90,deepseek,first,short,neutral,short,3.0
90,deepseek,first,long,neutral,verbose,3.2
90,deepseek,first,normal,positive,positive,3.4
90,deepseek,first,normal,negative,negative,3.5
90,deepseek,second,normal,neutral,disfavored,3.4
90,deepseek,second,short,negative,worst,3.2
90,deepseek,second,long,positive,best_biased,3.4
91,deepseek,first,normal,neutral,baseline,3.2
91,deepseek,first,short,neutral,short,3.5
91,deepseek,first,long,neutral,verbose,3.0
91,deepseek,first,normal,positive,positive,3.8
91,deepseek,first,normal,negative,negative,3.3
91,deepseek,second,normal,neutral,disfavored,3.8
91,deepseek,second,short,negative,worst,3.3
91,deepseek,second,long,positive,best_biased,3.8
92,deepseek,first,normal,neutral,baseline,3.6
92,deepseek,first,short,neutral,short,2.7
92,deepseek,first,long,neutral,verbose,3.7
92,deepseek,first,normal,positive,positive,3.6
92,deepseek,first,normal,negative,negative,3.7
92,deepseek,second,normal,neutral,disfavored,3.2
92,deepseek,second,short,negative,worst,2.9
92,deepseek,second,long,positive,best_biased,4.0
93,deepseek,first,normal,neutral,baseline,3.3
93,deepseek,first,short,neutral,short,3.6
93,deepseek,first,long,neutral,verbose,3.2
93,deepseek,first,normal,positive,positive,3.6
93,deepseek,first,normal,negative,negative,3.5
93,deepseek,second,normal,neutral,disfavored,3.4
93,deepseek,second,short,negative,worst,3.1
93,deepseek,second,long,positive,best_biased,3.9
94,deepseek,first,normal,neutral,baseline,2.9
94,deepseek,first,short,neutral,short,3.1
94,deepseek,first,long,neutral,verbose,3.1
94,deepseek,first,normal,positive,positive,3.3
94,deepseek,first,normal,negative,negative,3.1
94,deepseek,second,normal,neutral,disfavored,3.6
94,deepseek,second,short,negative,worst,3.1
94,deepseek,second,long,positive,best_biased,3.8
95,deepseek,first,normal,neutral,baseline,3.8
95,deepseek,first,short,neutral,short,3.8
95,deepseek,first,long,neutral,verbose,3.5
95,deepseek,first,normal,positive,positive,2.7
95,deepseek,first,normal,negative,negative,3.5
95,deepseek,second,normal,neutral,disfavored,3.8
95,deepseek,second,short,negative,worst,2.8
95,deepseek,second,long,positive,best_biased,3.5
96,deepseek,first,normal,neutral,baseline,3.7
96,deepseek,first,short,neutral,short,3.5
96,deepseek,first,long,neutral,verbose,3.8
96,deepseek,first,normal,positive,positive,3.8
96,deepseek,first,normal,negative,negative,2.8
96,deepseek,second,normal,neutral,disfavored,3.7
96,deepseek,second,short,negative,worst,3.0
96,deepseek,second,long,positive,best_biased,4.3
97,deepseek,first,normal,neutral,baseline,4.0
97,deepseek,first,short,neutral,short,3.3
97,deepseek,first,long,neutral,verbose,4.0
97,deepseek,first,normal,positive,positive,3.4
97,deepseek,first,normal,negative,negative,3.5
97,deepseek,second,normal,neutral,disfavored,3.6
97,deepseek,second,short,negative,worst,3.4
97,deepseek,second,long,positive,best_biased,3.2
98,deepseek,first,normal,neutral,baseline,4.1
98,deepseek,first,short,neutral,short,3.5
98,deepseek,first,long,neutral,verbose,3.9
98,deepseek,first,normal,positive,positive,3.5
98,deepseek,first,normal,negative,negative,3.4
98,deepseek,second,normal,neutral,disfavored,3.4
98,deepseek,second,short,negative,worst,3.2
98,deepseek,second,long,positive,best_biased,3.6
99,deepseek,first,normal,neutral,baseline,3.7
99,deepseek,first,short,neutral,short,4.1
99,deepseek,first,long,neutral,verbose,3.1
99,deepseek,first,normal,positive,positive,3.4
99,deepseek,first,normal,negative,negative,2.8
99,deepseek,second,normal,neutral,disfavored,3.4
99,deepseek,second,short,negative,worst,3.1
99,deepseek,second,long,positive,best_biased,3.8
100,deepseek,first,normal,neutral,baseline,3.3
100,deepseek,first,short,neutral,short,2.8
100,deepseek,first,long,neutral,verbose,3.3
100,deepseek,first,normal,positive,positive,3.7
100,deepseek,first,normal,negative,negative,3.3
100,deepseek,second,normal,neutral,disfavored,4.0
100,deepseek,second,short,negative,worst,3.7
100,deepseek,second,long,positive,best_biased,3.6
101,deepseek,first,normal,neutral,baseline,3.7
101,deepseek,first,short,neutral,short,3.6
101,deepseek,first,long,neutral,verbose,4.0
101,deepseek,first,normal,positive,positive,3.9
101,deepseek,first,normal,negative,negative,3.3
101,deepseek,second,normal,neutral,disfavored,3.2
101,deepseek,second,short,negative,worst,2.9
101,deepseek,second,long,positive,best_biased,3.6
102,deepseek,first,normal,neutral,baseline,3.3
102,deepseek,first,short,neutral,short,3.1
102,deepseek,first,long,neutral,verbose,3.7
102,deepseek,first,normal,positive,positive,3.2
102,deepseek,first,normal,negative,negative,3.1
102,deepseek,second,normal,neutral,disfavored,4.1
102,deepseek,second,short,negative,worst,2.5
102,deepseek,second,long,positive,best_biased,3.9
103,deepseek,first,normal,neutral,baseline,3.6
103,deepseek,first,short,neutral,short,3.1
103,deepseek,first,long,neutral,verbose,3.8
103,deepseek,first,normal,positive,positive,3.2
103,deepseek,first,normal,negative,negative,3.4
103,deepseek,second,normal,neutral,disfavored,3.4
103,deepseek,second,short,negative,worst,3.2
103,deepseek,second,long,positive,best_biased,3.6
104,deepseek,first,normal,neutral,baseline,3.7
104,deepseek,first,short,neutral,short,3.6
104,deepseek,first,long,neutral,verbose,4.0
104,deepseek,first,normal,positive,positive,3.5
104,deepseek,first,normal,negative,negative,3.4
104,deepseek,second,normal,neutral,disfavored,3.6
104,deepseek,second,short,negative,worst,3.4
104,deepseek,second,long,positive,best_biased,3.2
105,deepseek,first,normal,neutral,baseline,3.5
105,deepseek,first,short,neutral,short,3.6
105,deepseek,first,long,neutral,verbose,4.1
105,deepseek,first,normal,positive,positive,3.1
105,deepseek,first,normal,negative,negative,3.7
105,deepseek,second,normal,neutral,disfavored,3.1
105,deepseek,second,short,negative,worst,3.3
105,deepseek,second,long,positive,best_biased,3.7
106,deepseek,first,normal,neutral,baseline,3.3
106,deepseek,first,short,neutral,short,3.3
106,deepseek,first,long,neutral,verbose,3.7
106,deepseek,first,normal,positive,positive,3.9
106,deepseek,first,normal,negative,negative,3.4
106,deepseek,second,normal,neutral,disfavored,3.7
106,deepseek,second,short,negative,worst,2.8
106,deepseek,second,long,positive,best_biased,3.4
107,deepseek,first,normal,neutral,baseline,3.1
107,deepseek,first,short,neutral,short,3.4
107,deepseek,first,long,neutral,verbose,3.7
107,deepseek,first,normal,positive,positive,3.8
107,deepseek,first,normal,negative,negative,3.4
107,deepseek,second,normal,neutral,disfavored,3.7
107,deepseek,second,short,negative,worst,2.6
107,deepseek,second,long,positive,best_biased,3.7
108,deepseek,first,normal,neutral,baseline,3.3
108,deepseek,first,short,neutral,short,3.6
108,deepseek,first,long,neutral,verbose,3.4
108,deepseek,first,normal,positive,positive,3.6
108,deepseek,first,normal,negative,negative,3.9
108,deepseek,second,normal,neutral,disfavored,3.9
108,deepseek,second,short,negative,worst,3.2
108,deepseek,second,long,positive,best_biased,3.4
109,deepseek,first,normal,neutral,baseline,3.8
109,deepseek,first,short,neutral,short,3.3
109,deepseek,first,long,neutral,verbose,3.5
109,deepseek,first,normal,positive,positive,3.5
109,deepseek,first,normal,negative,negative,3.1
109,deepseek,second,normal,neutral,disfavored,3.5
109,deepseek,second,short,negative,worst,3.5
109,deepseek,second,long,positive,best_biased,4.0
110,deepseek,first,normal,neutral,baseline,3.4
110,deepseek,first,short,neutral,short,2.9
110,deepseek,first,long,neutral,verbose,3.0
110,deepseek,first,normal,positive,positive,3.7
110,deepseek,first,normal,negative,negative,3.1
110,deepseek,second,normal,neutral,disfavored,3.5
110,deepseek,second,short,negative,worst,3.2
110,deepseek,second,long,positive,best_biased,3.9
111,deepseek,first,normal,neutral,baseline,2.9
111,deepseek,first,short,neutral,short,3.4
111,deepseek,first,long,neutral,verbose,3.6
111,deepseek,first,normal,positive,positive,3.5
111,deepseek,first,normal,negative,negative,3.4
111,deepseek,second,normal,neutral,disfavored,3.2
111,deepseek,second,short,negative,worst,3.1
111,deepseek,second,long,positive,best_biased,3.9
112,deepseek,first,normal,neutral,baseline,3.2
112,deepseek,first,short,neutral,short,3.5
112,deepseek,first,long,neutral,verbose,3.8
112,deepseek,first,normal,positive,positive,3.5
112,deepseek,first,normal,negative,negative,3.3
112,deepseek,second,normal,neutral,disfavored,3.2
112,deepseek,second,short,negative,worst,3.3
112,deepseek,second,long,positive,best_biased,3.4
113,deepseek,first,normal,neutral,baseline,3.2
113,deepseek,first,short,neutral,short,3.6
113,deepseek,first,long,neutral,verbose,3.7
113,deepseek,first,normal,positive,positive,3.8
113,deepseek,first,normal,negative,negative,2.9
113,deepseek,second,normal,neutral,disfavored,2.9
113,deepseek,second,short,negative,worst,3.0
113,deepseek,second,long,positive,best_biased,3.5
114,deepseek,first,normal,neutral,baseline,3.5
114,deepseek,first,short,neutral,short,3.3
114,deepseek,first,long,neutral,verbose,3.5
114,deepseek,first,normal,positive,positive,3.1
114,deepseek,first,normal,negative,negative,3.8
114,deepseek,second,normal,neutral,disfavored,3.7
114,deepseek,second,short,negative,worst,3.6
114,deepseek,second,long,positive,best_biased,3.4
115,deepseek,first,normal,neutral,baseline,3.1
115,deepseek,first,short,neutral,short,3.2
115,deepseek,first,long,neutral,verbose,3.3
115,deepseek,first,normal,positive,positive,3.6
115,deepseek,first,normal,negative,negative,3.4
115,deepseek,second,normal,neutral,disfavored,3.6
115,deepseek,second,short,negative,worst,2.6
115,deepseek,second,long,positive,best_biased,3.5
116,deepseek,first,normal,neutral,baseline,3.6
116,deepseek,first,short,neutral,short,3.9
116,deepseek,first,long,neutral,verbose,3.8
116,deepseek,first,normal,positive,positive,3.5
116,deepseek,first,normal,negative,negative,3.5
116,deepseek,second,normal,neutral,disfavored,3.9
116,deepseek,second,short,negative,worst,3.3
116,deepseek,second,long,positive,best_biased,3.6
117,deepseek,first,normal,neutral,baseline,4.2
117,deepseek,first,short,neutral,short,3.5
117,deepseek,first,long,neutral,verbose,3.8
117,deepseek,first,normal,positive,positive,3.8
117,deepseek,first,normal,negative,negative,3.2
117,deepseek,second,normal,neutral,disfavored,3.5
117,deepseek,second,short,negative,worst,3.1
117,deepseek,second,long,positive,best_biased,3.9
118,deepseek,first,normal,neutral,baseline,3.5
118,deepseek,first,short,neutral,short,3.2
118,deepseek,first,long,neutral,verbose,3.6
118,deepseek,first,normal,positive,positive,3.8
118,deepseek,first,normal,negative,negative,3.5
118,deepseek,second,normal,neutral,disfavored,3.0
118,deepseek,second,short,negative,worst,3.5
118,deepseek,second,long,positive,best_biased,4.0
119,deepseek,first,normal,neutral,baseline,3.5
119,deepseek,first,short,neutral,short,3.5
119,deepseek,first,long,neutral,verbose,4.0
119,deepseek,first,normal,positive,positive,3.8
119,deepseek,first,normal,negative,negative,3.4
119,deepseek,second,normal,neutral,disfavored,3.1
119,deepseek,second,short,negative,worst,3.7
119,deepseek,second,long,positive,best_biased,3.7
120,deepseek,first,normal,neutral,baseline,3.4
120,deepseek,first,short,neutral,short,3.3
120,deepseek,first,long,neutral,verbose,3.5
120,deepseek,first,normal,positive,positive,3.1
120,deepseek,first,normal,negative,negative,3.5
120,deepseek,second,normal,neutral,disfavored,3.8
120,deepseek,second,short,negative,worst,3.1
120,deepseek,second,long,positive,best_biased,3.9
121,deepseek,first,normal,neutral,baseline,3.4
121,deepseek,first,short,neutral,short,3.4
121,deepseek,first,long,neutral,verbose,3.5
121,deepseek,first,normal,positive,positive,3.8
121,deepseek,first,normal,negative,negative,3.3
121,deepseek,second,normal,neutral,disfavored,3.9
121,deepseek,second,short,negative,worst,2.9
121,deepseek,second,long,positive,best_biased,3.7
122,deepseek,first,normal,neutral,baseline,4.2
122,deepseek,first,short,neutral,short,3.8
122,deepseek,first,long,neutral,verbose,3.3
122,deepseek,first,normal,positive,positive,3.5
122,deepseek,first,normal,negative,negative,3.7
122,deepseek,second,normal,neutral,disfavored,3.2
122,deepseek,second,short,negative,worst,3.2
122,deepseek,second,long,positive,best_biased,3.7
123,deepseek,first,normal,neutral,baseline,3.2
123,deepseek,first,short,neutral,short,3.4
123,deepseek,first,long,neutral,verbose,3.3
123,deepseek,first,normal,positive,positive,3.9
123,deepseek,first,normal,negative,negative,3.5
123,deepseek,second,normal,neutral,disfavored,3.6
123,deepseek,second,short,negative,worst,3.5
123,deepseek,second,long,positive,best_biased,3.6
124,deepseek,first,normal,neutral,baseline,3.5
124,deepseek,first,short,neutral,short,3.7
124,deepseek,first,long,neutral,verbose,3.2
124,deepseek,first,normal,positive,positive,3.5
124,deepseek,first,normal,negative,negative,3.1
124,deepseek,second,normal,neutral,disfavored,3.9
124,deepseek,second,short,negative,worst,3.3
124,deepseek,second,long,positive,best_biased,3.6
125,deepseek,first,normal,neutral,baseline,3.8
125,deepseek,first,short,neutral,short,3.9
125,deepseek,first,long,neutral,verbose,3.4
125,deepseek,first,normal,positive,positive,3.6
125,deepseek,first,normal,negative,negative,3.6
125,deepseek,second,normal,neutral,disfavored,3.8
125,deepseek,second,short,negative,worst,2.7
125,deepseek,second,long,positive,best_biased,3.7
126,deepseek,first,normal,neutral,baseline,3.3
126,deepseek,first,short,neutral,short,3.3
126,deepseek,first,long,neutral,verbose,3.6
126,deepseek,first,normal,positive,positive,3.4
126,deepseek,first,normal,negative,negative,3.3
126,deepseek,second,normal,neutral,disfavored,3.7
126,deepseek,second,short,negative,worst,3.3
126,deepseek,second,long,positive,best_biased,3.9
