judge,item_id,condition,position,length,sentiment,score,repeat_num,raw_score,item_quality
gpt4o,351,verbose_response,first,long,neutral,4,0,3.7403,0.2213
gpt4o,351,verbose_response,first,long,neutral,4,1,3.8658,0.2213
gpt4o,351,verbose_response,first,long,neutral,4,2,3.9737,0.2213
gpt4o,351,positive_tone,first,normal,positive,4,0,3.6704,0.2213
gpt4o,351,positive_tone,first,normal,positive,4,1,3.7296,0.2213
gpt4o,351,positive_tone,first,normal,positive,4,2,3.6724,0.2213
gpt4o,351,negative_tone,first,normal,negative,4,0,3.846,0.2213
gpt4o,351,negative_tone,first,normal,negative,4,1,3.7502,0.2213
gpt4o,351,negative_tone,first,normal,negative,4,2,3.853,0.2213
gpt4o,351,disfavored_pos,second,normal,neutral,4,0,3.767,0.2213
gpt4o,351,disfavored_pos,second,normal,neutral,4,1,3.2879,0.2213
gpt4o,351,disfavored_pos,second,normal,neutral,4,2,3.6862,0.2213
gpt4o,351,worst_case,second,short,negative,4,0,3.7255,0.2213
gpt4o,351,worst_case,second,short,negative,4,1,3.8691,0.2213
gpt4o,351,worst_case,second,short,negative,4,2,3.6575,0.2213
gpt4o,351,best_case_biased,second,long,positive,4,0,3.9059,0.2213
gpt4o,351,best_case_biased,second,long,positive,4,1,3.8618,0.2213
gpt4o,351,best_case_biased,second,long,positive,4,2,3.808,0.2213
gpt4o,352,baseline,first,normal,neutral,4,0,3.7038,0.1286
gpt4o,352,baseline,first,normal,neutral,4,1,3.5192,0.1286
gpt4o,352,baseline,first,normal,neutral,4,2,3.5343,0.1286
gpt4o,352,short_response,first,short,neutral,4,0,3.738,0.1286
gpt4o,352,short_response,first,short,neutral,4,1,3.5373,0.1286
gpt4o,352,short_response,first,short,neutral,4,2,3.8295,0.1286
gpt4o,352,verbose_response,first,long,neutral,4,0,3.6059,0.1286
gpt4o,352,verbose_response,first,long,neutral,4,1,3.7149,0.1286
gpt4o,352,verbose_response,first,long,neutral,4,2,3.9257,0.1286
gpt4o,352,positive_tone,first,normal,positive,4,0,3.5954,0.1286
gpt4o,352,positive_tone,first,normal,positive,4,1,3.6977,0.1286
gpt4o,352,positive_tone,first,normal,positive,4,2,3.8278,0.1286
gpt4o,352,negative_tone,first,normal,negative,4,0,3.8542,0.1286
gpt4o,352,negative_tone,first,normal,negative,4,1,3.6854,0.1286
gpt4o,352,negative_tone,first,normal,negative,4,2,3.6604,0.1286
gpt4o,352,disfavored_pos,second,normal,neutral,4,0,3.4979,0.1286
gpt4o,352,disfavored_pos,second,normal,neutral,4,1,3.7198,0.1286
gpt4o,352,disfavored_pos,second,normal,neutral,4,2,3.4918,0.1286
gpt4o,352,worst_case,second,short,negative,4,0,3.7168,0.1286
gpt4o,352,worst_case,second,short,negative,4,1,3.6381,0.1286
gpt4o,352,worst_case,second,short,negative,4,2,3.8147,0.1286
gpt4o,352,best_case_biased,second,long,positive,4,0,3.6509,0.1286
gpt4o,352,best_case_biased,second,long,positive,4,1,3.4701,0.1286
gpt4o,352,best_case_biased,second,long,positive,4,2,3.4755,0.1286
gpt4o,353,baseline,first,normal,neutral,3,0,3.2162,-0.024
gpt4o,353,baseline,first,normal,neutral,4,1,3.3563,-0.024
gpt4o,353,baseline,first,normal,neutral,4,2,3.5513,-0.024
gpt4o,353,short_response,first,short,neutral,4,0,3.6607,-0.024
gpt4o,353,short_response,first,short,neutral,4,1,3.5765,-0.024
gpt4o,353,short_response,first,short,neutral,4,2,3.5592,-0.024
gpt4o,353,verbose_response,first,long,neutral,4,0,3.4793,-0.024
gpt4o,353,verbose_response,first,long,neutral,4,1,3.5983,-0.024
gpt4o,353,verbose_response,first,long,neutral,4,2,3.5338,-0.024
gpt4o,353,positive_tone,first,normal,positive,4,0,3.7742,-0.024
gpt4o,353,positive_tone,first,normal,positive,4,1,3.523,-0.024
gpt4o,353,positive_tone,first,normal,positive,4,2,3.7133,-0.024
gpt4o,353,negative_tone,first,normal,negative,4,0,3.6914,-0.024
gpt4o,353,negative_tone,first,normal,negative,4,1,3.6731,-0.024
gpt4o,353,negative_tone,first,normal,negative,4,2,3.3105,-0.024
gpt4o,353,disfavored_pos,second,normal,neutral,4,0,3.4987,-0.024
gpt4o,353,disfavored_pos,second,normal,neutral,4,1,3.3592,-0.024
gpt4o,353,disfavored_pos,second,normal,neutral,4,2,3.3174,-0.024
gpt4o,353,worst_case,second,short,negative,4,0,3.3207,-0.024
gpt4o,353,worst_case,second,short,negative,4,1,3.5511,-0.024
gpt4o,353,worst_case,second,short,negative,4,2,3.5572,-0.024
gpt4o,353,best_case_biased,second,long,positive,4,0,3.2707,-0.024
gpt4o,353,best_case_biased,second,long,positive,3,1,3.2442,-0.024
gpt4o,353,best_case_biased,second,long,positive,4,2,3.5499,-0.024
gpt4o,354,baseline,first,normal,neutral,4,0,3.5818,-0.0029
gpt4o,354,baseline,first,normal,neutral,4,1,3.5,-0.0029
gpt4o,354,baseline,first,normal,neutral,4,2,3.6152,-0.0029
gpt4o,354,short_response,first,short,neutral,4,0,3.4957,-0.0029
gpt4o,354,short_response,first,short,neutral,4,1,3.5,-0.0029
gpt4o,354,short_response,first,short,neutral,4,2,3.3861,-0.0029
gpt4o,354,verbose_response,first,long,neutral,4,0,3.3112,-0.0029
gpt4o,354,verbose_response,first,long,neutral,4,1,3.762,-0.0029
gpt4o,354,verbose_response,first,long,neutral,4,2,3.6665,-0.0029
gpt4o,354,positive_tone,first,normal,positive,4,0,3.3733,-0.0029
gpt4o,354,positive_tone,first,normal,positive,4,1,3.5777,-0.0029
gpt4o,354,positive_tone,first,normal,positive,4,2,3.5439,-0.0029
gpt4o,354,negative_tone,first,normal,negative,4,0,3.561,-0.0029
gpt4o,354,negative_tone,first,normal,negative,4,1,3.5432,-0.0029
gpt4o,354,negative_tone,first,normal,negative,4,2,3.6475,-0.0029
gpt4o,354,disfavored_pos,second,normal,neutral,4,0,3.5051,-0.0029
gpt4o,354,disfavored_pos,second,normal,neutral,4,1,3.4503,-0.0029
gpt4o,354,disfavored_pos,second,normal,neutral,4,2,3.3812,-0.0029
gpt4o,354,worst_case,second,short,negative,4,0,3.5486,-0.0029
gpt4o,354,worst_case,second,short,negative,4,1,3.7193,-0.0029
gpt4o,354,worst_case,second,short,negative,4,2,3.6454,-0.0029
gpt4o,354,best_case_biased,second,long,positive,4,0,3.5065,-0.0029
gpt4o,354,best_case_biased,second,long,positive,4,1,3.4895,-0.0029
gpt4o,354,best_case_biased,second,long,positive,4,2,3.549,-0.0029
gpt4o,355,baseline,first,normal,neutral,4,0,3.2734,-0.1504
gpt4o,355,baseline,first,normal,neutral,4,1,3.4282,-0.1504
gpt4o,355,baseline,first,normal,neutral,3,2,3.2005,-0.1504
gpt4o,355,short_response,first,short,neutral,4,0,3.3053,-0.1504
gpt4o,355,short_response,first,short,neutral,4,1,3.4403,-0.1504
gpt4o,355,short_response,first,short,neutral,3,2,3.2101,-0.1504
gpt4o,355,verbose_response,first,long,neutral,3,0,3.162,-0.1504
gpt4o,355,verbose_response,first,long,neutral,4,1,3.3779,-0.1504
gpt4o,355,verbose_response,first,long,neutral,3,2,3.1457,-0.1504
gpt4o,355,positive_tone,first,normal,positive,3,0,3.2382,-0.1504
gpt4o,355,positive_tone,first,normal,positive,4,1,3.5095,-0.1504
gpt4o,355,positive_tone,first,normal,positive,4,2,3.3826,-0.1504
gpt4o,355,negative_tone,first,normal,negative,4,0,3.6193,-0.1504
gpt4o,355,negative_tone,first,normal,negative,4,1,3.2906,-0.1504
gpt4o,355,negative_tone,first,normal,negative,4,2,3.4372,-0.1504
gpt4o,355,disfavored_pos,second,normal,neutral,4,0,3.3024,-0.1504
gpt4o,355,disfavored_pos,second,normal,neutral,3,1,3.0951,-0.1504
gpt4o,355,disfavored_pos,second,normal,neutral,4,2,3.3858,-0.1504
gpt4o,355,worst_case,second,short,negative,4,0,3.5053,-0.1504
gpt4o,355,worst_case,second,short,negative,3,1,3.1746,-0.1504
gpt4o,355,worst_case,second,short,negative,4,2,3.4197,-0.1504
gpt4o,355,best_case_biased,second,long,positive,4,0,3.4078,-0.1504
gpt4o,355,best_case_biased,second,long,positive,4,1,3.2556,-0.1504
gpt4o,355,best_case_biased,second,long,positive,3,2,3.1168,-0.1504
gpt4o,356,baseline,first,normal,neutral,4,0,3.5106,-0.0028
gpt4o,356,baseline,first,normal,neutral,4,1,3.7426,-0.0028
gpt4o,356,baseline,first,normal,neutral,4,2,3.4308,-0.0028
gpt4o,356,short_response,first,short,neutral,4,0,3.7144,-0.0028
gpt4o,356,short_response,first,short,neutral,4,1,3.4079,-0.0028
gpt4o,356,short_response,first,short,neutral,4,2,3.5357,-0.0028
gpt4o,356,verbose_response,first,long,neutral,4,0,3.6191,-0.0028
gpt4o,356,verbose_response,first,long,neutral,4,1,3.5161,-0.0028
gpt4o,356,verbose_response,first,long,neutral,4,2,3.4779,-0.0028
gpt4o,356,positive_tone,first,normal,positive,4,0,3.6531,-0.0028
gpt4o,356,positive_tone,first,normal,positive,4,1,3.8069,-0.0028
gpt4o,356,positive_tone,first,normal,positive,4,2,3.5969,-0.0028
gpt4o,356,negative_tone,first,normal,negative,4,0,3.5291,-0.0028
gpt4o,356,negative_tone,first,normal,negative,4,1,3.5722,-0.0028
gpt4o,356,negative_tone,first,normal,negative,4,2,3.9298,-0.0028
gpt4o,356,disfavored_pos,second,normal,neutral,4,0,3.415,-0.0028
gpt4o,356,disfavored_pos,second,normal,neutral,4,1,3.3188,-0.0028
gpt4o,356,disfavored_pos,second,normal,neutral,3,2,3.2461,-0.0028
gpt4o,356,worst_case,second,short,negative,4,0,3.2884,-0.0028
gpt4o,356,worst_case,second,short,negative,4,1,3.6299,-0.0028
gpt4o,356,worst_case,second,short,negative,4,2,3.6753,-0.0028
gpt4o,356,best_case_biased,second,long,positive,4,0,3.4333,-0.0028
gpt4o,356,best_case_biased,second,long,positive,4,1,3.4929,-0.0028
gpt4o,356,best_case_biased,second,long,positive,4,2,3.3126,-0.0028
gpt4o,357,baseline,first,normal,neutral,4,0,3.4527,-0.0433
gpt4o,357,baseline,first,normal,neutral,4,1,3.4945,-0.0433
gpt4o,357,baseline,first,normal,neutral,4,2,3.3725,-0.0433
gpt4o,357,short_response,first,short,neutral,4,0,3.6898,-0.0433
gpt4o,357,short_response,first,short,neutral,4,1,3.3562,-0.0433
gpt4o,357,short_response,first,short,neutral,4,2,3.5041,-0.0433
gpt4o,357,verbose_response,first,long,neutral,4,0,3.5887,-0.0433
gpt4o,357,verbose_response,first,long,neutral,4,1,3.4665,-0.0433
gpt4o,357,verbose_response,first,long,neutral,4,2,3.4518,-0.0433
gpt4o,357,positive_tone,first,normal,positive,4,0,3.3281,-0.0433
gpt4o,357,positive_tone,first,normal,positive,4,1,3.6959,-0.0433
gpt4o,357,positive_tone,first,normal,positive,4,2,3.4943,-0.0433
gpt4o,357,negative_tone,first,normal,negative,4,0,3.6276,-0.0433
gpt4o,357,negative_tone,first,normal,negative,4,1,3.6455,-0.0433
gpt4o,357,negative_tone,first,normal,negative,4,2,3.4738,-0.0433
gpt4o,357,disfavored_pos,second,normal,neutral,4,0,3.3306,-0.0433
gpt4o,357,disfavored_pos,second,normal,neutral,4,1,3.5329,-0.0433
gpt4o,357,disfavored_pos,second,normal,neutral,3,2,3.2092,-0.0433
gpt4o,357,worst_case,second,short,negative,4,0,3.8647,-0.0433
gpt4o,357,worst_case,second,short,negative,4,1,3.4165,-0.0433
gpt4o,357,worst_case,second,short,negative,4,2,3.3487,-0.0433
gpt4o,357,best_case_biased,second,long,positive,4,0,3.4753,-0.0433
gpt4o,357,best_case_biased,second,long,positive,4,1,3.7992,-0.0433
gpt4o,357,best_case_biased,second,long,positive,3,2,3.1566,-0.0433
gpt4o,358,baseline,first,normal,neutral,4,0,3.5115,0.0484
gpt4o,358,baseline,first,normal,neutral,4,1,3.5856,0.0484
gpt4o,358,baseline,first,normal,neutral,4,2,3.5324,0.0484
gpt4o,358,short_response,first,short,neutral,4,0,3.6088,0.0484
gpt4o,358,short_response,first,short,neutral,4,1,3.4636,0.0484
gpt4o,358,short_response,first,short,neutral,4,2,3.4792,0.0484
gpt4o,358,verbose_response,first,long,neutral,4,0,3.5488,0.0484
gpt4o,358,verbose_response,first,long,neutral,4,1,3.4193,0.0484
gpt4o,358,verbose_response,first,long,neutral,4,2,3.5625,0.0484
gpt4o,358,positive_tone,first,normal,positive,4,0,3.5571,0.0484
gpt4o,358,positive_tone,first,normal,positive,4,1,3.5464,0.0484
gpt4o,358,positive_tone,first,normal,positive,4,2,3.6507,0.0484
gpt4o,358,negative_tone,first,normal,negative,4,0,3.4081,0.0484
gpt4o,358,negative_tone,first,normal,negative,4,1,3.6182,0.0484
gpt4o,358,negative_tone,first,normal,negative,4,2,3.9543,0.0484
gpt4o,358,disfavored_pos,second,normal,neutral,4,0,3.305,0.0484
gpt4o,358,disfavored_pos,second,normal,neutral,4,1,3.6181,0.0484
gpt4o,358,disfavored_pos,second,normal,neutral,4,2,3.4556,0.0484
gpt4o,358,worst_case,second,short,negative,4,0,3.5303,0.0484
gpt4o,358,worst_case,second,short,negative,4,1,3.4184,0.0484
gpt4o,358,worst_case,second,short,negative,4,2,3.6462,0.0484
gpt4o,358,best_case_biased,second,long,positive,4,0,3.7731,0.0484
gpt4o,358,best_case_biased,second,long,positive,4,1,3.4857,0.0484
gpt4o,358,best_case_biased,second,long,positive,4,2,3.5338,0.0484
gpt4o,359,baseline,first,normal,neutral,4,0,3.4772,-0.1241
gpt4o,359,baseline,first,normal,neutral,4,1,3.3968,-0.1241
gpt4o,359,baseline,first,normal,neutral,3,2,3.1672,-0.1241
gpt4o,359,short_response,first,short,neutral,4,0,3.399,-0.1241
gpt4o,359,short_response,first,short,neutral,4,1,3.5855,-0.1241
gpt4o,359,short_response,first,short,neutral,4,2,3.381,-0.1241
gpt4o,359,verbose_response,first,long,neutral,3,0,3.034,-0.1241
gpt4o,359,verbose_response,first,long,neutral,4,1,3.4472,-0.1241
gpt4o,359,verbose_response,first,long,neutral,4,2,3.3697,-0.1241
gpt4o,359,positive_tone,first,normal,positive,3,0,3.1945,-0.1241
gpt4o,359,positive_tone,first,normal,positive,3,1,3.2143,-0.1241
gpt4o,359,positive_tone,first,normal,positive,4,2,3.5646,-0.1241
gpt4o,359,negative_tone,first,normal,negative,4,0,3.3792,-0.1241
gpt4o,359,negative_tone,first,normal,negative,4,1,3.3561,-0.1241
gpt4o,359,negative_tone,first,normal,negative,4,2,3.4712,-0.1241
gpt4o,359,disfavored_pos,second,normal,neutral,3,0,3.1909,-0.1241
gpt4o,359,disfavored_pos,second,normal,neutral,4,1,3.2891,-0.1241
gpt4o,359,disfavored_pos,second,normal,neutral,3,2,3.2492,-0.1241
gpt4o,359,worst_case,second,short,negative,4,0,3.2647,-0.1241
gpt4o,359,worst_case,second,short,negative,4,1,3.3722,-0.1241
gpt4o,359,worst_case,second,short,negative,4,2,3.521,-0.1241
gpt4o,359,best_case_biased,second,long,positive,4,0,3.3805,-0.1241
gpt4o,359,best_case_biased,second,long,positive,4,1,3.3611,-0.1241
gpt4o,359,best_case_biased,second,long,positive,4,2,3.6761,-0.1241
gpt4o,360,baseline,first,normal,neutral,4,0,3.6456,0.0779
gpt4o,360,baseline,first,normal,neutral,4,1,3.6602,0.0779
gpt4o,360,baseline,first,normal,neutral,4,2,3.538,0.0779
gpt4o,360,short_response,first,short,neutral,4,0,3.617,0.0779
gpt4o,360,short_response,first,short,neutral,4,1,3.531,0.0779
gpt4o,360,short_response,first,short,neutral,4,2,3.6905,0.0779
gpt4o,360,verbose_response,first,long,neutral,4,0,3.5833,0.0779
gpt4o,360,verbose_response,first,long,neutral,4,1,3.6273,0.0779
gpt4o,360,verbose_response,first,long,neutral,4,2,3.6191,0.0779
gpt4o,360,positive_tone,first,normal,positive,4,0,3.6355,0.0779
gpt4o,360,positive_tone,first,normal,positive,4,1,4.0257,0.0779
gpt4o,360,positive_tone,first,normal,positive,4,2,3.5499,0.0779
gpt4o,360,negative_tone,first,normal,negative,4,0,3.5887,0.0779
gpt4o,360,negative_tone,first,normal,negative,4,1,3.7695,0.0779
gpt4o,360,negative_tone,first,normal,negative,4,2,3.5993,0.0779
gpt4o,360,disfavored_pos,second,normal,neutral,4,0,3.4394,0.0779
gpt4o,360,disfavored_pos,second,normal,neutral,4,1,3.3345,0.0779
gpt4o,360,disfavored_pos,second,normal,neutral,4,2,3.5428,0.0779
gpt4o,360,worst_case,second,short,negative,4,0,3.7326,0.0779
gpt4o,360,worst_case,second,short,negative,4,1,3.6047,0.0779
gpt4o,360,worst_case,second,short,negative,4,2,3.7654,0.0779
gpt4o,360,best_case_biased,second,long,positive,4,0,3.286,0.0779
gpt4o,360,best_case_biased,second,long,positive,4,1,3.4656,0.0779
gpt4o,360,best_case_biased,second,long,positive,4,2,3.5494,0.0779
gpt4o,361,baseline,first,normal,neutral,4,0,3.5692,0.2299
gpt4o,361,baseline,first,normal,neutral,4,1,3.5001,0.2299
gpt4o,361,baseline,first,normal,neutral,4,2,3.673,0.2299
gpt4o,361,short_response,first,short,neutral,4,0,3.8315,0.2299
gpt4o,361,short_response,first,short,neutral,4,1,3.9091,0.2299
gpt4o,361,short_response,first,short,neutral,4,2,3.6677,0.2299
gpt4o,361,verbose_response,first,long,neutral,4,0,3.8467,0.2299
gpt4o,361,verbose_response,first,long,neutral,4,1,3.8339,0.2299
gpt4o,361,verbose_response,first,long,neutral,4,2,3.9108,0.2299
gpt4o,361,positive_tone,first,normal,positive,4,0,3.7437,0.2299
gpt4o,361,positive_tone,first,normal,positive,4,1,3.5525,0.2299
gpt4o,361,positive_tone,first,normal,positive,4,2,3.7992,0.2299
gpt4o,361,negative_tone,first,normal,negative,4,0,3.6961,0.2299
gpt4o,361,negative_tone,first,normal,negative,4,1,3.7344,0.2299
gpt4o,361,negative_tone,first,normal,negative,4,2,3.7901,0.2299
gpt4o,361,disfavored_pos,second,normal,neutral,4,0,3.5852,0.2299
gpt4o,361,disfavored_pos,second,normal,neutral,4,1,3.6486,0.2299
gpt4o,361,disfavored_pos,second,normal,neutral,4,2,3.7227,0.2299
gpt4o,361,worst_case,second,short,negative,4,0,3.7485,0.2299
gpt4o,361,worst_case,second,short,negative,4,1,3.8676,0.2299
gpt4o,361,worst_case,second,short,negative,4,2,3.8082,0.2299
gpt4o,361,best_case_biased,second,long,positive,4,0,3.8738,0.2299
gpt4o,361,best_case_biased,second,long,positive,4,1,3.6985,0.2299
gpt4o,361,best_case_biased,second,long,positive,4,2,3.7156,0.2299
gpt4o,362,baseline,first,normal,neutral,4,0,3.4188,-0.0163
gpt4o,362,baseline,first,normal,neutral,4,1,3.4442,-0.0163
gpt4o,362,baseline,first,normal,neutral,4,2,3.3697,-0.0163
gpt4o,362,short_response,first,short,neutral,4,0,3.3772,-0.0163
gpt4o,362,short_response,first,short,neutral,4,1,3.5961,-0.0163
gpt4o,362,short_response,first,short,neutral,4,2,3.3507,-0.0163
gpt4o,362,verbose_response,first,long,neutral,4,0,3.4616,-0.0163
gpt4o,362,verbose_response,first,long,neutral,4,1,3.6377,-0.0163
gpt4o,362,verbose_response,first,long,neutral,4,2,3.4571,-0.0163
gpt4o,362,positive_tone,first,normal,positive,4,0,3.6531,-0.0163
gpt4o,362,positive_tone,first,normal,positive,4,1,3.4657,-0.0163
gpt4o,362,positive_tone,first,normal,positive,4,2,3.4049,-0.0163
gpt4o,362,negative_tone,first,normal,negative,4,0,3.3732,-0.0163
gpt4o,362,negative_tone,first,normal,negative,4,1,3.757,-0.0163
gpt4o,362,negative_tone,first,normal,negative,4,2,3.4336,-0.0163
gpt4o,362,disfavored_pos,second,normal,neutral,4,0,3.4823,-0.0163
gpt4o,362,disfavored_pos,second,normal,neutral,4,1,3.2517,-0.0163
gpt4o,362,disfavored_pos,second,normal,neutral,4,2,3.5576,-0.0163
gpt4o,362,worst_case,second,short,negative,4,0,3.9039,-0.0163
gpt4o,362,worst_case,second,short,negative,4,1,3.2966,-0.0163
gpt4o,362,worst_case,second,short,negative,4,2,3.3905,-0.0163
gpt4o,362,best_case_biased,second,long,positive,4,0,3.6023,-0.0163
gpt4o,362,best_case_biased,second,long,positive,4,1,3.5617,-0.0163
gpt4o,362,best_case_biased,second,long,positive,4,2,3.6029,-0.0163
gpt4o,363,baseline,first,normal,neutral,4,0,3.4714,0.0603
gpt4o,363,baseline,first,normal,neutral,4,1,3.7788,0.0603
gpt4o,363,baseline,first,normal,neutral,4,2,3.5544,0.0603
gpt4o,363,short_response,first,short,neutral,4,0,3.4096,0.0603
gpt4o,363,short_response,first,short,neutral,4,1,3.5368,0.0603
gpt4o,363,short_response,first,short,neutral,4,2,3.4114,0.0603
gpt4o,363,verbose_response,first,long,neutral,4,0,3.7903,0.0603
gpt4o,363,verbose_response,first,long,neutral,4,1,3.4931,0.0603
gpt4o,363,verbose_response,first,long,neutral,4,2,3.6453,0.0603
gpt4o,363,positive_tone,first,normal,positive,4,0,3.5581,0.0603
gpt4o,363,positive_tone,first,normal,positive,4,1,3.539,0.0603
gpt4o,363,positive_tone,first,normal,positive,4,2,3.3681,0.0603
gpt4o,363,negative_tone,first,normal,negative,4,0,3.7392,0.0603
gpt4o,363,negative_tone,first,normal,negative,4,1,3.8317,0.0603
gpt4o,363,negative_tone,first,normal,negative,4,2,3.5393,0.0603
gpt4o,363,disfavored_pos,second,normal,neutral,4,0,3.2563,0.0603
gpt4o,363,disfavored_pos,second,normal,neutral,4,1,3.5663,0.0603
gpt4o,363,disfavored_pos,second,normal,neutral,3,2,3.243,0.0603
gpt4o,363,worst_case,second,short,negative,4,0,3.8265,0.0603
gpt4o,363,worst_case,second,short,negative,4,1,3.4952,0.0603
gpt4o,363,worst_case,second,short,negative,4,2,3.4641,0.0603
gpt4o,363,best_case_biased,second,long,positive,4,0,3.597,0.0603
gpt4o,363,best_case_biased,second,long,positive,4,1,3.3963,0.0603
gpt4o,363,best_case_biased,second,long,positive,4,2,3.4479,0.0603
gpt4o,364,baseline,first,normal,neutral,4,0,3.626,0.1035
gpt4o,364,baseline,first,normal,neutral,4,1,3.292,0.1035
gpt4o,364,baseline,first,normal,neutral,4,2,3.7806,0.1035
gpt4o,364,short_response,first,short,neutral,4,0,3.6193,0.1035
gpt4o,364,short_response,first,short,neutral,4,1,3.4429,0.1035
gpt4o,364,short_response,first,short,neutral,4,2,3.4792,0.1035
gpt4o,364,verbose_response,first,long,neutral,4,0,3.7544,0.1035
gpt4o,364,verbose_response,first,long,neutral,4,1,3.7029,0.1035
gpt4o,364,verbose_response,first,long,neutral,4,2,3.8066,0.1035
gpt4o,364,positive_tone,first,normal,positive,4,0,3.5734,0.1035
gpt4o,364,positive_tone,first,normal,positive,4,1,3.7027,0.1035
gpt4o,364,positive_tone,first,normal,positive,4,2,3.7198,0.1035
gpt4o,364,negative_tone,first,normal,negative,4,0,3.7953,0.1035
gpt4o,364,negative_tone,first,normal,negative,4,1,3.8523,0.1035
gpt4o,364,negative_tone,first,normal,negative,4,2,3.6088,0.1035
gpt4o,364,disfavored_pos,second,normal,neutral,4,0,3.4885,0.1035
gpt4o,364,disfavored_pos,second,normal,neutral,4,1,3.423,0.1035
gpt4o,364,disfavored_pos,second,normal,neutral,4,2,3.4966,0.1035
gpt4o,364,worst_case,second,short,negative,4,0,3.7885,0.1035
gpt4o,364,worst_case,second,short,negative,4,1,3.4215,0.1035
gpt4o,364,worst_case,second,short,negative,4,2,3.8526,0.1035
gpt4o,364,best_case_biased,second,long,positive,4,0,3.4238,0.1035
gpt4o,364,best_case_biased,second,long,positive,4,1,3.5536,0.1035
gpt4o,364,best_case_biased,second,long,positive,4,2,3.7956,0.1035
gpt4o,365,baseline,first,normal,neutral,4,0,3.4592,-0.0602
gpt4o,365,baseline,first,normal,neutral,4,1,3.4606,-0.0602
gpt4o,365,baseline,first,normal,neutral,4,2,3.2781,-0.0602
gpt4o,365,short_response,first,short,neutral,4,0,3.312,-0.0602
gpt4o,365,short_response,first,short,neutral,4,1,3.5741,-0.0602
gpt4o,365,short_response,first,short,neutral,4,2,3.372,-0.0602
gpt4o,365,verbose_response,first,long,neutral,4,0,3.3945,-0.0602
gpt4o,365,verbose_response,first,long,neutral,4,1,3.5871,-0.0602
gpt4o,365,verbose_response,first,long,neutral,4,2,3.3212,-0.0602
gpt4o,365,positive_tone,first,normal,positive,4,0,3.5354,-0.0602
gpt4o,365,positive_tone,first,normal,positive,4,1,3.5055,-0.0602
gpt4o,365,positive_tone,first,normal,positive,4,2,3.4995,-0.0602
gpt4o,365,negative_tone,first,normal,negative,4,0,3.4714,-0.0602
gpt4o,365,negative_tone,first,normal,negative,4,1,3.4633,-0.0602
gpt4o,365,negative_tone,first,normal,negative,4,2,3.3975,-0.0602
gpt4o,365,disfavored_pos,second,normal,neutral,4,0,3.4035,-0.0602
gpt4o,365,disfavored_pos,second,normal,neutral,4,1,3.2516,-0.0602
gpt4o,365,disfavored_pos,second,normal,neutral,4,2,3.4677,-0.0602
gpt4o,365,worst_case,second,short,negative,4,0,3.4808,-0.0602
gpt4o,365,worst_case,second,short,negative,4,1,3.3507,-0.0602
gpt4o,365,worst_case,second,short,negative,4,2,3.4787,-0.0602
gpt4o,365,best_case_biased,second,long,positive,4,0,3.3737,-0.0602
gpt4o,365,best_case_biased,second,long,positive,4,1,3.5952,-0.0602
gpt4o,365,best_case_biased,second,long,positive,4,2,3.3803,-0.0602
gpt4o,366,baseline,first,normal,neutral,4,0,3.4805,0.0336
gpt4o,366,baseline,first,normal,neutral,4,1,3.683,0.0336
gpt4o,366,baseline,first,normal,neutral,4,2,3.5746,0.0336
gpt4o,366,short_response,first,short,neutral,4,0,3.7631,0.0336
gpt4o,366,short_response,first,short,neutral,4,1,3.7098,0.0336
gpt4o,366,short_response,first,short,neutral,4,2,3.4265,0.0336
gpt4o,366,verbose_response,first,long,neutral,4,0,3.6843,0.0336
gpt4o,366,verbose_response,first,long,neutral,4,1,3.755,0.0336
gpt4o,366,verbose_response,first,long,neutral,4,2,3.7559,0.0336
gpt4o,366,positive_tone,first,normal,positive,4,0,3.724,0.0336
gpt4o,366,positive_tone,first,normal,positive,4,1,3.7213,0.0336
gpt4o,366,positive_tone,first,normal,positive,4,2,3.5537,0.0336
gpt4o,366,negative_tone,first,normal,negative,4,0,3.5231,0.0336
gpt4o,366,negative_tone,first,normal,negative,4,1,3.5871,0.0336
gpt4o,366,negative_tone,first,normal,negative,4,2,3.4139,0.0336
gpt4o,366,disfavored_pos,second,normal,neutral,4,0,3.6109,0.0336
gpt4o,366,disfavored_pos,second,normal,neutral,4,1,3.3962,0.0336
gpt4o,366,disfavored_pos,second,normal,neutral,4,2,3.6041,0.0336
gpt4o,366,worst_case,second,short,negative,4,0,3.4175,0.0336
gpt4o,366,worst_case,second,short,negative,4,1,3.7785,0.0336
gpt4o,366,worst_case,second,short,negative,4,2,3.5324,0.0336
gpt4o,366,best_case_biased,second,long,positive,4,0,3.3313,0.0336
gpt4o,366,best_case_biased,second,long,positive,4,1,3.7854,0.0336
gpt4o,366,best_case_biased,second,long,positive,4,2,3.7044,0.0336
gpt4o,367,baseline,first,normal,neutral,4,0,3.5073,0.0019
gpt4o,367,baseline,first,normal,neutral,4,1,3.486,0.0019
gpt4o,367,baseline,first,normal,neutral,4,2,3.5346,0.0019
gpt4o,367,short_response,first,short,neutral,4,0,3.5376,0.0019
gpt4o,367,short_response,first,short,neutral,4,1,3.4073,0.0019
gpt4o,367,short_response,first,short,neutral,4,2,3.4575,0.0019
gpt4o,367,verbose_response,first,long,neutral,4,0,3.7807,0.0019
gpt4o,367,verbose_response,first,long,neutral,4,1,3.8746,0.0019
